r,l,t,target_pose
-16.441102,1001,253.273544,[332.55426741 988.27518659 157.08168406]
109.757457,1001,506.524579,[333.50640871 992.34685599  -8.06925226]
63.611339,1001,759.776526,[336.56073387 989.02029863 144.63155169]
-76.677782,637,922.029647,[329.81863104 987.77591403 -31.60910667]
-78.442663,691,1097.779517,[331.91381743 992.9337947   96.46769315]
