x,y,psi,u,v,r,n1x,n1y,n2x,n2y,n3x,n3y,n4x,n4y
-0.043704,-0.009401,-0.003516,-0.006655,0.000700,-0.006294,-0.047315,0.045300,-0.039869,0.000000,0.000000,-0.034794,0.000000,0.000000
-0.042478,-0.009795,-0.001710,-0.007396,0.000976,-0.005583,-0.034281,0.043860,-0.026939,0.000000,0.000000,-0.049010,0.000000,0.000000
-0.041015,-0.010234,0.000042,-0.007884,0.001202,-0.004794,-0.028040,0.043550,-0.012927,0.000000,0.000000,-0.046604,0.000000,0.000000
-0.039666,-0.010617,0.001376,-0.008093,0.001340,-0.004096,-0.021015,0.046256,-0.003852,0.000000,0.000000,-0.051035,0.000000,0.000000
-0.038192,-0.011014,0.002589,-0.008199,0.001435,-0.003398,-0.016615,0.041442,0.000000,0.000000,0.000000,-0.049923,0.000000,0.000000
-0.036829,-0.011363,0.003515,-0.008211,0.001480,-0.002811,-0.008638,0.036164,0.000000,0.000000,0.000000,-0.050980,0.000000,0.000000
-0.035320,-0.011727,0.004344,-0.008123,0.001480,-0.002200,-0.001965,0.028337,0.000000,0.000000,0.000000,-0.050255,0.000000,0.000000
-0.033997,-0.012025,0.004910,-0.008002,0.001448,-0.001692,0.000000,0.021585,0.000000,0.000000,0.000000,-0.048933,0.000000,0.000000
-0.032601,-0.012318,0.005358,-0.007837,0.001379,-0.001194,0.000000,0.015651,0.000000,0.000000,0.000000,-0.047435,0.000000,0.000000
-0.031338,-0.012560,0.005639,-0.007690,0.001296,-0.000798,0.000000,0.009013,0.000000,0.000000,0.000000,-0.045460,0.000000,0.000000
-0.029958,-0.012799,0.005820,-0.007523,0.001191,-0.000430,0.000000,0.004583,0.000000,0.000000,0.000000,-0.043785,0.000000,0.000000
-0.028756,-0.012983,0.005878,-0.007380,0.001081,-0.000116,0.000000,0.000000,0.000000,0.000000,0.000000,-0.042217,0.000000,0.000000
-0.027491,-0.013153,0.005845,-0.007195,0.000959,0.000161,0.000000,0.000000,0.000000,0.000000,0.000000,-0.040024,0.000000,0.000000
-0.026349,-0.013284,0.005735,-0.007030,0.000836,0.000411,0.000000,0.000000,0.000000,0.000000,0.000000,-0.038756,0.000000,0.000000
-0.025103,-0.013403,0.005531,-0.006877,0.000717,0.000635,0.000000,0.000000,0.000000,0.000000,0.000000,-0.036536,0.000000,0.000000
-0.024018,-0.013485,0.005284,-0.006719,0.000603,0.000832,0.000000,0.000000,0.000000,0.000000,0.000000,-0.035061,0.000000,0.003507
-0.022877,-0.013552,0.004957,-0.006576,0.000500,0.001009,0.000000,0.000000,0.000000,0.000000,0.000000,-0.033978,0.000000,0.007315
-0.021846,-0.013596,0.004605,-0.006412,0.000403,0.001164,0.000000,0.000000,0.000000,0.000000,0.000000,-0.032932,0.000000,0.011294
-0.020722,-0.013628,0.004160,-0.006270,0.000319,0.001301,0.000000,0.000000,0.000000,0.000000,0.000000,-0.031677,0.000000,0.015158
-0.019743,-0.013643,0.003727,-0.006120,0.000249,0.001411,0.000000,0.000000,0.000000,0.000000,0.000000,-0.030750,0.000000,0.019038
-0.018713,-0.013648,0.003226,-0.005988,0.000195,0.001503,0.000000,0.000000,0.000000,0.000000,0.000000,-0.029767,0.000000,0.022551
-0.017782,-0.013646,0.002740,-0.005849,0.000152,0.001573,0.000000,0.000000,0.000000,0.000000,0.000000,-0.028965,0.000000,0.026006
-0.016873,-0.013640,0.002238,-0.005703,0.000125,0.001614,0.000000,0.000000,0.000000,0.000000,0.000000,-0.028269,0.000000,0.029065
-0.015879,-0.013630,0.001664,-0.005572,0.000113,0.001644,0.000000,0.000000,0.000000,0.000000,0.000000,-0.027879,0.000000,0.031694
-0.015014,-0.013623,0.001147,-0.005450,0.000114,0.001651,0.000000,0.000000,0.000000,0.000000,0.000000,-0.027406,0.000000,0.034460
-0.014101,-0.013619,0.000592,-0.005318,0.000127,0.001640,0.000000,0.000000,0.000000,0.000000,0.000000,-0.027574,0.000000,0.036462
-0.013276,-0.013620,0.000085,-0.005198,0.000151,0.001614,0.000000,0.000000,0.000000,0.000000,0.000000,-0.027508,0.000000,0.038452
-0.012373,-0.013630,-0.000470,-0.005073,0.000187,0.001571,0.000000,0.000000,0.000000,-0.001037,0.000000,-0.028031,0.000000,0.039820
-0.011586,-0.013646,-0.000949,-0.004960,0.000228,0.001519,0.000000,0.000000,0.000000,-0.003237,0.000000,-0.028397,0.000000,0.041119
-0.010754,-0.013675,-0.001446,-0.004841,0.000277,0.001451,0.000000,0.000000,0.000000,-0.004545,0.000000,-0.029134,0.000000,0.041779
-0.010002,-0.013711,-0.001883,-0.004742,0.000325,0.001381,0.000000,0.000000,0.000000,-0.006423,0.000000,-0.029983,0.000000,0.042316
-0.009177,-0.013763,-0.002344,-0.004617,0.000377,0.001290,0.000000,0.000000,0.000000,-0.007872,0.000000,-0.030940,0.000000,0.042569
