r,l,t,target_pose
486.045723,1001,253.299212,[  2.73956049  -0.6112156  129.09525117]
470.584286,1001,506.772644,[   1.52299263   -4.56224676 -172.78934873]
564.960799,1001,760.230461,[ -3.7743449   -2.41886925 -33.92253798]
771.024004,1001,1013.553402,[ 0.73130657  0.28491145 94.91408633]
629.465362,1001,1267.033775,[  4.05604277  -4.22773207 -81.87488787]
