r,l,t,target_pose
470.261423,1001,253.303168,[  2.73956049  -0.6112156  129.09525117]
275.894903,1001,506.790217,[   1.52299263   -4.56224676 -172.78934873]
332.655178,1001,760.276311,[ -3.7743449   -2.41886925 -33.92253798]
390.001195,1001,1013.777795,[ 0.73130657  0.28491145 94.91408633]
447.824007,1001,1267.246661,[  4.05604277  -4.22773207 -81.87488787]
