r,l,t,target_pose
670.761988,1001,253.311977,[  2.73956049  -0.6112156  129.09525117]
759.598031,1001,506.795823,[   1.52299263   -4.56224676 -172.78934873]
717.31756,1001,760.290888,[ -3.7743449   -2.41886925 -33.92253798]
651.68296,1001,1013.772604,[ 0.73130657  0.28491145 94.91408633]
629.73507,1001,1267.236126,[  4.05604277  -4.22773207 -81.87488787]
