r,l,t,target_pose
263.384886,1001,253.296998,[  2.73956049  -0.6112156  129.09525117]
390.053682,1001,506.778698,[   1.52299263   -4.56224676 -172.78934873]
332.305891,1001,760.269824,[ -3.7743449   -2.41886925 -33.92253798]
602.422451,1001,1013.733924,[ 0.73130657  0.28491145 94.91408633]
535.973592,1001,1267.060357,[  4.05604277  -4.22773207 -81.87488787]
