r,l,t,target_pose
509.423869,1001,253.299784,[  2.73956049  -0.6112156  129.09525117]
378.593082,1001,506.766788,[   1.52299263   -4.56224676 -172.78934873]
484.925376,1001,760.252559,[ -3.7743449   -2.41886925 -33.92253798]
798.603429,1001,1013.552554,[ 0.73130657  0.28491145 94.91408633]
710.211142,1001,1267.027577,[  4.05604277  -4.22773207 -81.87488787]
