r,l,t,target_pose
657.377763,1001,253.294607,[334.33282564 994.0706321  165.04646084]
646.374423,1001,506.746595,[334.95241926 993.4783531  116.09434149]
679.060419,1001,760.047079,[ 335.62444383  992.01803265 -108.44310745]
723.076781,1001,1013.50576,[335.84632421 989.73158291 109.20127344]
630.643832,1001,1266.935418,[ 339.51024719  994.55963974 -112.71949681]
