r,l,t,target_pose
-87.891328,1001,253.286009,[336.5473546  992.70065965 -64.65268608]
-140.25473,1001,506.751976,[331.30079251 992.60725553  19.14328033]
-102.222243,1001,760.22861,[337.65591443 989.71414859  66.03249085]
-115.491208,1001,1013.54143,[339.53502086 994.59698823 107.06620814]
-46.214622,1001,1266.977227,[331.79909725 990.02211544 124.4240469 ]
