r,l,t,target_pose
845.252867,1001,253.283372,[  2.73956049  -0.6112156  129.09525117]
818.006847,1001,506.53615,[   1.52299263   -4.56224676 -172.78934873]
770.318538,1001,759.789479,[ -3.7743449   -2.41886925 -33.92253798]
742.792003,1001,1013.045246,[ 0.73130657  0.28491145 94.91408633]
862.176876,1001,1266.284487,[  4.05604277  -4.22773207 -81.87488787]
