r,l,t,target_pose
463.294928,1001,253.298942,[  2.73956049  -0.6112156  129.09525117]
316.357166,1001,506.767,[   1.52299263   -4.56224676 -172.78934873]
277.670141,1001,760.244367,[ -3.7743449   -2.41886925 -33.92253798]
445.104136,1001,1013.552861,[ 0.73130657  0.28491145 94.91408633]
212.799477,1001,1267.033843,[  4.05604277  -4.22773207 -81.87488787]
