r,l,t,target_pose
786.815614,1001,253.290064,[338.51553276 993.72121664  44.13134585]
781.794188,1001,506.543185,[ 335.38002315  994.87155311 -122.74448178]
790.428163,1001,759.794394,[336.69560602 993.83854261 -78.89124507]
779.255727,1001,1013.047034,[330.78148071 993.17881415  20.8307316 ]
803.232843,1001,1266.299289,[335.70710462 987.24550891 -35.84409686]
