r,l,t,target_pose
840.492082,1001,253.31084,[335.09556326 989.76575739 -75.40496236]
796.828596,1001,506.776607,[ 338.10748425  991.29424762 -136.59730948]
801.43437,1001,760.299686,[330.62982364 994.94725593  57.24662662]
822.880579,1001,1013.797925,[331.49577863 988.08118247 -84.54401896]
763.238035,1001,1267.254705,[338.94303546 986.511815   172.46198375]
