r,l,t,target_pose
827.072702,1001,253.269464,[  2.73956049  -0.6112156  129.09525117]
880.597134,1001,506.521604,[   1.52299263   -4.56224676 -172.78934873]
717.228955,1001,759.772198,[ -3.7743449   -2.41886925 -33.92253798]
784.784909,1001,1013.024924,[ 0.73130657  0.28491145 94.91408633]
781.044695,1001,1266.276421,[  4.05604277  -4.22773207 -81.87488787]
