r,l,t,target_pose
-236.296561,1001,253.296022,[331.85387426 992.92497727 111.01023473]
-226.551759,1001,506.781957,[336.74879813 988.09257827  41.25621021]
-194.454909,1001,762.270722,[337.86877972 990.22375165 -53.99817104]
-259.545285,1001,1015.753985,[ 337.81252609  994.55503971 -143.40033183]
-315.347804,1001,1269.054394,[337.26224093 988.25022204 125.55186266]
