r,l,t,target_pose
-41.262281,1001,253.289037,[337.92765047 987.43961434 -11.32991815]
-132.298796,1001,506.54428,[332.67344252 992.7066244   86.74465662]
-97.571539,1001,759.796152,[333.87651503 990.72817828 160.8797852 ]
-74.793366,1001,1013.050833,[333.12736237 989.76337398 156.20500667]
-113.749293,1001,1266.303455,[335.74700966 989.08037579 -94.93679139]
