r,l,t,target_pose
905.533843,1001,253.431287,[  2.73956049  -0.6112156  129.09525117]
908.051005,1001,506.830422,[   1.52299263   -4.56224676 -172.78934873]
908.420298,1001,760.069143,[ -3.7743449   -2.41886925 -33.92253798]
924.08074,1001,1013.297839,[ 0.73130657  0.28491145 94.91408633]
902.497639,1001,1266.441461,[  4.05604277  -4.22773207 -81.87488787]
