r,l,t,target_pose
453.084517,1001,253.289122,[  2.73956049  -0.6112156  129.09525117]
384.073342,1001,506.757441,[   1.52299263   -4.56224676 -172.78934873]
686.355946,1001,760.228411,[ -3.7743449   -2.41886925 -33.92253798]
392.721632,1001,1013.545835,[ 0.73130657  0.28491145 94.91408633]
714.300544,1001,1267.0099,[  4.05604277  -4.22773207 -81.87488787]
