r,l,t,target_pose
845.424772,1001,253.301333,[  2.73956049  -0.6112156  129.09525117]
840.935914,1001,506.555819,[   1.52299263   -4.56224676 -172.78934873]
857.336174,1001,759.810273,[ -3.7743449   -2.41886925 -33.92253798]
770.916641,1001,1013.065389,[ 0.73130657  0.28491145 94.91408633]
745.16061,1001,1266.318762,[  4.05604277  -4.22773207 -81.87488787]
