x,y,phi,u,v,r,n1,n2,n3,n4,alpha1,alpha2,alpha3,alpha4
-0.017701,-0.056250,-0.032994,-0.018004,-0.009457,0.014950,-0.132559,0.409392,0.259085,0.124453,0.545504,-0.418488,-0.055172,-0.005066
-0.016734,-0.055857,-0.035190,-0.014887,-0.002957,0.012673,-0.168100,0.327370,0.341841,0.035540,0.447419,-0.455798,-0.053751,0.076133
-0.015806,-0.055221,-0.036528,-0.013837,-0.006731,0.008363,-0.145418,0.236175,0.378497,-0.005531,0.453588,-0.370284,0.074959,-0.015431
-0.014882,-0.054058,-0.037048,-0.011152,-0.012499,0.002999,-0.110081,0.286557,0.158244,0.013703,0.499316,-0.409415,0.172888,-0.152082
-0.014008,-0.052437,-0.037095,-0.010487,-0.019262,0.000293,-0.072012,0.254266,0.120564,0.037421,0.539449,-0.415106,0.122348,-0.170994
-0.013225,-0.050607,-0.036470,-0.007484,-0.020413,-0.003606,-0.073963,0.140188,0.148491,0.054628,0.452171,-0.310589,0.005828,-0.027624
-0.012886,-0.049372,-0.036130,-0.003388,-0.014872,-0.002122,-0.074472,0.035228,0.234602,0.020368,0.361451,-0.317002,0.037724,0.015860
-0.012672,-0.047440,-0.035105,-0.000607,-0.021695,-0.005918,-0.064801,-0.042381,0.178633,-0.005203,0.298629,-0.500163,0.188203,-0.061447
-0.012517,-0.044544,-0.033777,0.000516,-0.035073,-0.008297,-0.076131,0.038742,0.070888,-0.084159,0.342218,-0.524274,0.290049,-0.174624
-0.012405,-0.040788,-0.032147,0.001276,-0.042024,-0.009414,-0.040240,-0.076330,0.074666,-0.125838,0.315808,-0.347112,0.364911,-0.227055
-0.012310,-0.037013,-0.030811,0.000916,-0.045501,-0.008336,-0.028483,-0.241480,0.187065,-0.135942,0.300790,-0.231841,0.224351,-0.136431
-0.012299,-0.032576,-0.028768,0.002489,-0.049575,-0.011779,-0.031268,-0.299320,0.291932,-0.191648,0.306360,-0.306377,0.211100,-0.139329
-0.012403,-0.028223,-0.026690,0.003774,-0.052831,-0.013004,-0.035774,-0.327161,0.410573,-0.277040,0.258802,-0.477439,0.412736,-0.237596
-0.012621,-0.024197,-0.024228,0.004797,-0.045312,-0.014214,0.019174,-0.419807,0.307398,-0.268927,0.232623,-0.446435,0.465170,-0.291264
-0.012790,-0.021409,-0.021203,0.004752,-0.034594,-0.018895,0.077986,-0.464802,0.191751,-0.267724,0.308347,-0.240832,0.422357,-0.358258
-0.013061,-0.018466,-0.017575,0.005669,-0.033923,-0.020929,0.056814,-0.415071,0.131564,-0.280299,0.258193,-0.256382,0.458352,-0.352974
-0.013450,-0.015306,-0.013458,0.007489,-0.039596,-0.025723,0.052947,-0.355269,-0.050985,-0.174957,0.170515,-0.433409,0.360524,-0.249715
-0.013992,-0.011893,-0.008847,0.008406,-0.039640,-0.026607,0.070474,-0.402456,-0.151824,-0.120269,0.169434,-0.410588,0.307776,-0.234684
-0.014562,-0.008879,-0.004812,0.008599,-0.037966,-0.025208,0.079295,-0.614136,-0.143533,-0.110808,0.011806,-0.343608,0.415419,-0.206483
-0.015421,-0.006095,-0.001158,0.010576,-0.032436,-0.021092,0.053854,-0.658876,-0.102544,-0.141337,-0.082720,-0.392333,0.486034,-0.181083
-0.016310,-0.003490,0.001898,0.011278,-0.032769,-0.019096,0.044727,-0.609879,-0.042677,-0.215576,-0.040426,-0.438489,0.670353,-0.325133
-0.017318,-0.000670,0.004436,0.011389,-0.032416,-0.014647,0.025653,-0.526225,-0.102128,-0.281934,0.022883,-0.392474,0.732857,-0.413251
-0.018247,0.001532,0.006013,0.011106,-0.027235,-0.009856,0.030340,-0.491061,-0.159993,-0.293850,0.113765,-0.265212,0.582965,-0.385284
-0.019135,0.003528,0.007296,0.009690,-0.022751,-0.007401,-0.012280,-0.435654,-0.108532,-0.327177,0.157214,-0.226569,0.444673,-0.314345
-0.019765,0.004360,0.008392,0.007352,-0.010677,-0.006844,-0.076356,-0.348631,-0.046071,-0.378509,0.115983,-0.348755,0.416395,-0.248814
-0.014499,-0.042452,0.020970,-0.010167,-0.000502,-0.033617,0.162836,-0.569244,-0.465763,0.364403,-0.269187,-0.395530,0.749916,-0.205663
-0.012989,-0.043288,0.024918,-0.011689,0.007858,-0.024669,0.185495,-0.417791,-0.522774,0.402749,-0.068725,-0.318592,0.686535,-0.307256
-0.011545,-0.043778,0.027341,-0.012248,0.004314,-0.013983,0.168897,-0.272218,-0.621671,0.506449,0.031412,-0.425360,0.515957,-0.264921
-0.010500,-0.043720,0.027538,-0.012117,-0.000776,-0.001231,0.077260,-0.109423,-0.543003,0.477766,0.028550,-0.431550,0.341673,-0.100463
-0.009703,-0.042842,0.025608,-0.011670,-0.008945,0.011140,-0.028400,-0.107401,-0.217079,0.333864,-0.049689,-0.363411,0.382707,-0.016744
-0.009213,-0.041886,0.022742,-0.010425,-0.010322,0.017909,-0.106571,-0.073025,0.046047,0.196755,0.019228,-0.384069,0.405463,-0.040514
-0.008906,-0.040782,0.018900,-0.008920,-0.010872,0.022165,-0.132224,0.020558,0.285498,0.016752,0.265354,-0.373589,0.455922,-0.203625
-0.008824,-0.039704,0.014890,-0.007087,-0.011464,0.025069,-0.129286,0.127967,0.298454,-0.069451,0.432637,-0.327580,0.428185,-0.297140
-0.008847,-0.038203,0.010048,-0.006370,-0.014970,0.027939,-0.121304,0.227829,0.214309,-0.109828,0.567325,-0.250802,0.184189,-0.254853
-0.008868,-0.036675,0.005210,-0.006649,-0.016524,0.030211,-0.156574,0.280569,0.236050,-0.161831,0.581034,-0.218451,-0.006848,-0.137207
-0.008932,-0.035211,-0.000231,-0.006171,-0.014371,0.031402,-0.231671,0.272031,0.405699,-0.262536,0.469020,-0.310532,-0.041336,-0.004892
-0.008989,-0.033977,-0.005264,-0.005936,-0.012961,0.031465,-0.263446,0.257154,0.492572,-0.318775,0.436714,-0.404231,0.028673,-0.016994
-0.009111,-0.032874,-0.010670,-0.004983,-0.010384,0.031188,-0.226626,0.276825,0.395267,-0.315497,0.539082,-0.403399,0.152391,-0.198401
-0.009269,-0.032117,-0.015580,-0.004145,-0.007295,0.030665,-0.198560,0.307610,0.344963,-0.310591,0.611356,-0.320436,0.179660,-0.279288
-0.009576,-0.031744,-0.020913,-0.002524,-0.002339,0.030792,-0.223259,0.378635,0.381327,-0.329539,0.612365,-0.215228,0.061142,-0.171843
-0.009943,-0.031488,-0.025361,-0.000896,-0.001416,0.027757,-0.244937,0.434425,0.373922,-0.332873,0.601141,-0.215953,-0.061934,-0.071304
-0.010482,-0.031121,-0.029478,0.001455,-0.002594,0.023776,-0.268082,0.465396,0.290635,-0.333039,0.603294,-0.339322,-0.110227,-0.053185
-0.011179,-0.030540,-0.032345,0.004963,-0.005781,0.017911,-0.264731,0.408357,0.206473,-0.313439,0.554702,-0.414870,-0.082026,-0.047611
-0.012051,-0.029821,-0.034545,0.007263,-0.007045,0.012691,-0.254633,0.333507,0.155274,-0.312583,0.488322,-0.379232,-0.013715,-0.038632
-0.012886,-0.029746,-0.035628,0.008736,-0.000394,0.006771,-0.239983,0.241462,0.112548,-0.334964,0.432913,-0.359921,0.066342,-0.059391
-0.013726,-0.029677,-0.035797,0.009063,-0.000688,0.000974,-0.220906,0.192753,0.046969,-0.327801,0.428863,-0.390778,0.085876,-0.092000
-0.014495,-0.029222,-0.035152,0.009877,-0.005746,-0.004035,-0.185374,0.222395,-0.165543,-0.253638,0.429822,-0.421720,0.102344,-0.139045
-0.015289,-0.028608,-0.033740,0.010132,-0.007447,-0.008132,-0.150901,0.160432,-0.258420,-0.197025,0.368933,-0.418744,0.130277,-0.131752
-0.016012,-0.027416,-0.031766,0.010721,-0.015301,-0.012334,-0.158969,0.032439,-0.207119,-0.183815,0.248870,-0.376721,0.095564,-0.018926
-0.016782,-0.026179,-0.029492,0.010632,-0.014861,-0.013133,-0.150135,-0.044945,-0.210146,-0.169875,0.185536,-0.392100,0.145447,-0.018677
-0.017522,-0.025100,-0.027579,0.010683,-0.014035,-0.011954,-0.108461,-0.190257,-0.178993,-0.179363,0.156457,-0.495545,0.317114,-0.136223
-0.018339,-0.024177,-0.025526,0.010751,-0.011365,-0.011828,-0.096076,-0.202793,-0.191704,-0.183370,0.152233,-0.487516,0.394220,-0.191436
-0.019102,-0.023465,-0.023600,0.010838,-0.009815,-0.012056,-0.088345,-0.160293,-0.166595,-0.250627,0.174373,-0.348690,0.491430,-0.269171
-0.020025,-0.023080,-0.021830,0.011575,-0.005391,-0.010212,-0.088499,-0.126964,-0.218609,-0.240514,0.194036,-0.319370,0.451506,-0.259227
-0.020970,-0.023284,-0.020519,0.012391,0.001446,-0.008192,-0.078902,-0.080039,-0.327652,-0.186618,0.268479,-0.342635,0.245676,-0.197564
-0.021703,-0.024977,-0.018053,0.010050,0.016854,-0.014245,-0.113680,-0.026194,-0.356638,-0.203517,0.249945,-0.374337,0.216267,-0.156890
-0.022315,-0.028220,-0.015862,0.009325,0.036768,-0.013665,-0.180870,0.026496,-0.355309,-0.246111,0.121281,-0.450247,0.286965,-0.087312
-0.022882,-0.031761,-0.013589,0.008450,0.037162,-0.013113,-0.102320,0.100244,-0.768807,0.014915,0.127263,-0.504562,0.233817,-0.108156
-0.023281,-0.034526,-0.012047,0.006587,0.031598,-0.009641,-0.071510,0.295553,-1.000000,0.168547,0.241772,-0.489525,0.219474,-0.217930
-0.023283,-0.039071,-0.009947,0.002535,0.048273,-0.012111,-0.182316,0.237718,-0.860961,0.101235,0.038171,-0.440077,0.233264,-0.030339
-0.022809,-0.043829,-0.007835,-0.002563,0.054856,-0.013213,-0.248657,0.186551,-0.613509,0.082937,-0.038356,-0.352721,0.017945,0.178182
-0.022096,-0.048219,-0.006249,-0.005425,0.047020,-0.009153,-0.157721,0.324233,-0.962347,0.314480,0.114573,-0.503535,0.160422,-0.027288
-0.021175,-0.052183,-0.005697,-0.009970,0.046709,-0.003449,-0.083569,0.405971,-1.000000,0.473598,0.167632,-0.717946,0.349835,-0.175685
-0.019865,-0.056134,-0.006232,-0.015352,0.043804,0.003084,-0.165466,0.321144,-0.745422,0.405171,0.068127,-0.475764,0.159323,0.031968
-0.018470,-0.058920,-0.007254,-0.018761,0.033940,0.006391,-0.173422,0.322500,-0.557588,0.403096,0.097736,-0.229470,0.042305,0.088973
-0.016813,-0.061207,-0.008893,-0.021523,0.026172,0.009453,-0.183216,0.451081,-0.387437,0.397071,0.208410,-0.461231,0.256187,-0.036009
-0.015289,-0.062947,-0.011218,-0.023475,0.022199,0.014538,-0.191474,0.455413,-0.185034,0.381993,0.254847,-0.616955,0.241561,-0.007381
-0.013641,-0.064517,-0.014320,-0.024846,0.018929,0.017900,-0.125642,0.397927,-0.097639,0.423121,0.404922,-0.342587,0.048922,0.006911
-0.012231,-0.066163,-0.017419,-0.024232,0.021200,0.019350,-0.111410,0.428634,0.035558,0.361344,0.479592,-0.246770,0.119258,-0.069520
-0.010861,-0.067608,-0.020723,-0.022625,0.017323,0.019083,-0.181318,0.498099,0.233128,0.266624,0.428611,-0.444309,0.112415,0.013573
-0.009709,-0.068420,-0.023320,-0.020263,0.010748,0.016229,-0.176339,0.581896,0.162743,0.271592,0.519425,-0.439683,-0.060360,0.051598
-0.008715,-0.069166,-0.025283,-0.015563,0.008871,0.011320,-0.114138,0.526457,0.061089,0.291130,0.606266,-0.346387,-0.012734,-0.065351
-0.007799,-0.069658,-0.025760,-0.012136,0.006013,0.002982,-0.133392,0.410861,0.101684,0.260931,0.484000,-0.399895,-0.036667,0.032919
-0.006899,-0.069878,-0.025047,-0.008171,0.002225,-0.004116,-0.157499,0.384126,0.065649,0.217406,0.407236,-0.424591,-0.122777,0.134388
-0.006126,-0.069591,-0.023248,-0.004504,-0.003868,-0.011243,-0.086836,0.266320,-0.119879,0.266934,0.368826,-0.484047,0.039160,0.019833
-0.005291,-0.068230,-0.020098,-0.001607,-0.015591,-0.018182,-0.043261,0.135949,-0.275637,0.301560,0.292875,-0.551450,0.115151,-0.019893
-0.004558,-0.066604,-0.016276,0.001029,-0.020048,-0.023875,-0.029981,0.007321,-0.270447,0.287811,0.202194,-0.468312,0.136666,0.009289
-0.004046,-0.064568,-0.011574,0.005193,-0.023038,-0.027138,-0.006433,-0.200149,-0.186095,0.248139,0.075755,-0.411982,0.253625,-0.002307
-0.003903,-0.062926,-0.007529,0.008067,-0.020085,-0.025267,0.033096,-0.311357,-0.266688,0.263890,0.028471,-0.498011,0.336266,-0.053472
-0.004054,-0.061416,-0.003519,0.010381,-0.017085,-0.023144,0.064838,-0.361611,-0.350122,0.204191,0.035595,-0.532981,0.464370,-0.170955
-0.004707,-0.060718,-0.000908,0.013777,-0.008689,-0.016320,0.022522,-0.318095,-0.320223,0.086594,-0.007610,-0.448995,0.572130,-0.206924
-0.005911,-0.060253,0.000875,0.016956,-0.005382,-0.010282,-0.017806,-0.247619,-0.334534,0.004523,-0.001759,-0.361030,0.551732,-0.199936
-0.007379,-0.060159,0.001615,0.019137,-0.001280,-0.004625,-0.074404,-0.068321,-0.439986,-0.062638,0.132449,-0.362299,0.448649,-0.224157
-0.009233,-0.060349,0.001832,0.020832,0.002030,-0.001254,-0.144559,0.034295,-0.446786,-0.155403,0.182878,-0.402873,0.374516,-0.199531
-0.011111,-0.060345,0.001851,0.022402,-0.000048,-0.000118,-0.222007,0.123979,-0.447731,-0.214796,0.167031,-0.389330,0.240517,-0.079257
-0.013135,-0.060089,0.001531,0.021552,-0.002695,0.001845,-0.248310,0.187582,-0.513073,-0.242486,0.190240,-0.380027,0.204253,-0.074713
-0.014970,-0.059587,0.000986,0.020626,-0.005711,0.003410,-0.263446,0.156786,-0.519990,-0.266313,0.193514,-0.455164,0.220502,-0.093874
-0.016896,-0.058905,0.000287,0.019744,-0.007135,0.004032,-0.287896,0.146451,-0.428584,-0.295516,0.187048,-0.445626,0.187340,-0.055480
-0.018565,-0.058439,-0.000622,0.017858,-0.004959,0.005683,-0.294150,0.132095,-0.329133,-0.349802,0.183910,-0.385781,0.268805,-0.094637
-0.020387,-0.058059,-0.002211,0.016837,-0.003158,0.009172,-0.278250,0.126322,-0.329970,-0.352985,0.215327,-0.416486,0.306503,-0.142003
-0.022044,-0.057563,-0.004090,0.015644,-0.004454,0.011738,-0.256633,0.199466,-0.377268,-0.320338,0.312786,-0.412209,0.241454,-0.174776
-0.023760,-0.056371,-0.005763,0.015529,-0.011818,0.009653,-0.284635,0.267492,-0.304891,-0.377794,0.335892,-0.352709,0.236827,-0.167992
-0.025253,-0.054872,-0.007045,0.015071,-0.016698,0.008011,-0.324564,0.275835,-0.189855,-0.422824,0.292422,-0.333213,0.168467,-0.062966
-0.026709,-0.053461,-0.008273,0.013675,-0.014420,0.007078,-0.285514,0.187095,-0.206874,-0.383858,0.329031,-0.348863,0.050450,-0.033073
-0.027907,-0.052131,-0.009391,0.012034,-0.014733,0.006998,-0.247338,0.105622,-0.225332,-0.363329,0.362357,-0.417905,0.090917,-0.108202
-0.029272,-0.050963,-0.011067,0.011990,-0.011205,0.009669,-0.263055,0.105846,-0.182729,-0.398570,0.269414,-0.485378,0.239490,-0.125244
-0.030457,-0.050258,-0.012631,0.011119,-0.006675,0.009768,-0.265312,0.110794,-0.104455,-0.432361,0.232119,-0.418853,0.318268,-0.135058
-0.031576,-0.050116,-0.014000,0.009937,-0.000115,0.007906,-0.258900,0.184615,-0.140006,-0.447921,0.346793,-0.312851,0.299201,-0.212578
-0.032573,-0.049955,-0.014848,0.010271,-0.000918,0.005299,-0.236663,0.256405,-0.248106,-0.394928,0.439612,-0.322414,0.210477,-0.240958
-0.033703,-0.049913,-0.015559,0.011193,0.000339,0.004097,-0.226432,0.324083,-0.395702,-0.287594,0.425657,-0.364269,0.027848,-0.113651
-0.034729,-0.050096,-0.015909,0.011560,0.002619,0.002192,-0.240003,0.267658,-0.402552,-0.268801,0.315294,-0.373174,-0.033506,0.017965
-0.033847,0.000698,-0.015277,-0.001726,-0.005854,0.010057,-0.207839,-0.016129,0.106618,-0.354276,0.207775,-0.489506,0.422158,-0.185283
-0.033665,0.000774,-0.016919,-0.001960,0.001082,0.009478,-0.102000,-0.003219,-0.012059,-0.301333,0.432766,-0.219057,0.386202,-0.380635
-0.033452,0.000331,-0.018443,-0.001984,0.005755,0.007618,-0.120519,0.075017,-0.005729,-0.322815,0.489601,-0.198722,0.275311,-0.335466
-0.033331,0.000110,-0.019153,-0.001730,0.004225,0.005328,-0.178070,0.191091,-0.016971,-0.302856,0.384011,-0.308445,0.020688,-0.057885
-0.033203,-0.000763,-0.020317,-0.001205,0.009477,0.005822,-0.165024,0.210902,-0.158414,-0.223161,0.362269,-0.375083,-0.042621,-0.017065
-0.033001,-0.001747,-0.021100,-0.002429,0.012696,0.004898,-0.153548,0.078139,-0.213048,-0.184548,0.303937,-0.476833,0.102684,-0.092244
-0.032757,-0.003036,-0.021880,-0.002728,0.015045,0.004496,-0.199716,0.108333,-0.182862,-0.215045,0.228553,-0.469331,0.177056,-0.061788
-0.032541,-0.004295,-0.022424,-0.002638,0.015648,0.003400,-0.186262,0.150428,-0.156770,-0.211884,0.234245,-0.372085,0.322253,-0.145657
-0.032324,-0.005776,-0.022660,-0.002413,0.016549,0.001362,-0.156315,0.178746,-0.248599,-0.144811,0.325484,-0.365567,0.283207,-0.200770
-0.032090,-0.008003,-0.022659,-0.002784,0.026504,-0.000007,-0.136557,0.205921,-0.326353,-0.080673,0.407270,-0.341502,0.088991,-0.141195
-0.031696,-0.010281,-0.022500,-0.004284,0.024850,-0.000920,-0.150715,0.188730,-0.333021,-0.058379,0.321000,-0.346562,0.041131,-0.031416
-0.031261,-0.012120,-0.022363,-0.005121,0.021715,-0.000854,-0.180053,0.257770,-0.442370,-0.007231,0.208219,-0.470925,0.077576,0.030386
-0.030720,-0.013626,-0.022211,-0.005896,0.016402,-0.000877,-0.165824,0.220479,-0.409069,0.019610,0.212191,-0.524678,0.169955,-0.038140
-0.030162,-0.014107,-0.022219,-0.006632,0.005733,0.000048,-0.165532,0.152780,-0.322853,0.027716,0.216922,-0.432094,0.200084,-0.061712
-0.029540,-0.014914,-0.022138,-0.006795,0.008781,-0.000464,-0.147931,0.107975,-0.237148,0.014458,0.228221,-0.347860,0.217628,-0.070035
-0.028962,-0.016040,-0.022062,-0.006852,0.013344,-0.000481,-0.142429,0.037751,-0.049248,-0.039505,0.251799,-0.376825,0.259305,-0.086195
-0.028483,-0.017198,-0.022030,-0.006814,0.016482,-0.000234,-0.125834,0.091452,-0.133816,-0.005675,0.291826,-0.438994,0.230254,-0.104304
-0.027961,-0.018905,-0.022522,-0.006030,0.019252,0.002840,-0.079579,0.171075,-0.291047,0.026080,0.370774,-0.431854,0.245600,-0.198826
-0.027529,-0.021120,-0.023586,-0.004714,0.021983,0.005319,-0.101058,0.190537,-0.301568,0.033596,0.321729,-0.390626,0.217659,-0.136255
-0.027161,-0.022731,-0.024387,-0.005012,0.020000,0.005003,-0.173777,0.259619,-0.220075,-0.021165,0.273370,-0.327765,0.090676,0.006406
-0.026825,-0.024239,-0.024851,-0.005278,0.022119,0.003484,-0.208537,0.317553,-0.206618,-0.058508,0.300088,-0.376224,0.110910,-0.011992
-0.026321,-0.026090,-0.025335,-0.005941,0.020792,0.002791,-0.184986,0.285687,-0.256549,-0.007176,0.337017,-0.491736,0.125301,-0.060190
-0.025797,-0.027306,-0.025549,-0.006453,0.014682,0.001340,-0.151480,0.290619,-0.371032,0.069495,0.364480,-0.454260,0.066145,-0.056926
-0.025205,-0.027871,-0.025461,-0.006417,0.006136,-0.000508,-0.152554,0.267748,-0.302902,0.051446,0.311626,-0.375121,0.136342,-0.051098
-0.024544,-0.027432,-0.025696,-0.008112,-0.005007,0.001467,-0.178191,0.186162,-0.150301,0.026789,0.222041,-0.406235,0.145139,0.019715
-0.023807,-0.026813,-0.025828,-0.008228,-0.006693,0.000760,-0.144872,0.097338,-0.104692,0.039909,0.271378,-0.425093,0.102009,0.003626
-0.023366,-0.026986,-0.026646,-0.006066,0.002780,0.005107,-0.114018,0.011764,0.086486,-0.024233,0.330385,-0.409475,0.252630,-0.128225
-0.022980,-0.028150,-0.027670,-0.005198,0.013625,0.005911,-0.108323,-0.005380,0.129563,-0.060270,0.280668,-0.422644,0.344693,-0.150498
-0.022674,-0.029281,-0.028491,-0.004509,0.014167,0.005130,-0.118781,0.201076,-0.004872,-0.122669,0.408673,-0.363172,0.289371,-0.206050
-0.022583,-0.031087,-0.029813,-0.002022,0.018099,0.006611,-0.114460,0.345235,-0.189853,-0.087428,0.487246,-0.333894,0.251932,-0.256261
-0.022591,-0.032831,-0.030880,-0.001054,0.020008,0.006158,-0.133124,0.341756,-0.266042,-0.014020,0.454446,-0.328875,-0.024023,-0.062207
-0.022657,-0.034152,-0.031526,-0.000010,0.016268,0.004036,-0.197901,0.386283,-0.272612,-0.031917,0.387836,-0.310538,-0.186104,0.110979
-0.022853,-0.035465,-0.031717,0.001928,0.014581,0.001100,-0.250876,0.355097,-0.213660,-0.086039,0.256023,-0.483699,0.035177,0.081609
-0.023039,-0.036647,-0.031376,0.002667,0.013770,-0.002131,-0.239536,0.264395,-0.222769,-0.077948,0.226731,-0.593277,0.130197,0.030781
-0.023216,-0.037989,-0.030431,0.003147,0.014006,-0.005454,-0.171468,0.221963,-0.357265,-0.032874,0.332058,-0.438068,0.154185,-0.092413
-0.023504,-0.039417,-0.029537,0.004694,0.016225,-0.005584,-0.138585,0.188790,-0.404355,-0.025705,0.314848,-0.359674,0.237039,-0.148577
-0.023789,-0.040961,-0.028429,0.004645,0.016081,-0.006398,-0.163430,0.189761,-0.409679,-0.003097,0.231868,-0.426836,0.143307,-0.017849
-0.023975,-0.042117,-0.027175,0.004135,0.012642,-0.007834,-0.184185,0.235947,-0.447139,-0.019630,0.239691,-0.435462,0.080640,0.016573
-0.024104,-0.042546,-0.024953,0.004659,0.002886,-0.012825,-0.177470,0.194262,-0.457912,-0.014977,0.213298,-0.475539,0.206712,-0.056308
-0.024202,-0.042548,-0.022612,0.004895,-0.002067,-0.014619,-0.166440,0.134381,-0.450305,0.013484,0.183620,-0.492196,0.197189,-0.039821
-0.024295,-0.042301,-0.020099,0.004724,-0.004808,-0.014503,-0.113172,-0.020033,-0.441908,0.047402,0.167701,-0.416463,0.181283,-0.039049
-0.024274,-0.041786,-0.017906,0.003232,-0.008108,-0.013707,-0.099013,-0.099951,-0.398414,0.031277,0.124629,-0.424678,0.264164,-0.065910
-0.024402,-0.041391,-0.016416,0.003559,-0.005580,-0.008593,-0.115170,-0.111412,-0.293772,-0.036122,0.071321,-0.498551,0.398885,-0.104729
-0.024815,-0.041911,-0.016377,0.004971,0.006153,-0.000242,-0.095674,-0.126473,-0.229475,-0.051469,0.105478,-0.461190,0.448968,-0.163888
-0.025310,-0.043052,-0.016844,0.004768,0.012948,0.002693,-0.096794,-0.029776,-0.244775,-0.105625,0.227766,-0.345599,0.435612,-0.245334
-0.025747,-0.044198,-0.017445,0.004230,0.014209,0.003755,-0.173261,0.213321,-0.261065,-0.213645,0.312089,-0.327677,0.408752,-0.252262
-0.026139,-0.045473,-0.018180,0.003192,0.014659,0.004240,-0.207857,0.349558,-0.341931,-0.186632,0.346668,-0.359272,0.209691,-0.135818
-0.026481,-0.046397,-0.018935,0.002787,0.011737,0.004720,-0.187094,0.369002,-0.478166,-0.072976,0.416229,-0.321417,-0.076493,-0.025920
-0.026812,-0.046738,-0.019494,0.002744,0.004263,0.003227,-0.209717,0.331808,-0.451933,-0.043692,0.346510,-0.386827,-0.073131,0.028620
-0.027097,-0.046764,-0.019895,0.002693,0.000711,0.002501,-0.283230,0.276534,-0.243309,-0.131134,0.168207,-0.524607,0.071139,0.098812
-0.027358,-0.046643,-0.020432,0.001997,-0.000825,0.003102,-0.263198,0.170289,-0.147151,-0.158762,0.162361,-0.506999,0.190892,0.032100
-0.027753,-0.047019,-0.021620,0.002632,0.005695,0.007421,-0.176465,0.123437,-0.242116,-0.123958,0.311374,-0.413342,0.289326,-0.171466
-0.036495,-0.039982,-0.007480,0.001392,0.017571,-0.001098,-0.179397,0.088743,-0.360582,-0.188355,0.187295,-0.418684,0.274593,-0.109368
-0.036546,-0.041400,-0.007410,0.000663,0.015504,-0.000403,-0.156338,0.201144,-0.575517,-0.058013,0.175678,-0.499211,0.221823,-0.079578
-0.036519,-0.042309,-0.007469,-0.000420,0.010890,0.000367,-0.162117,0.266023,-0.613750,-0.037162,0.275061,-0.431382,0.215404,-0.151970
-0.036458,-0.042686,-0.007915,-0.001316,0.004712,0.002573,-0.215800,0.196441,-0.450264,-0.067996,0.177572,-0.372048,0.188700,-0.044529
-0.036301,-0.042915,-0.008804,-0.003281,0.003939,0.005551,-0.227155,0.171560,-0.352951,-0.057355,0.162136,-0.368665,0.079507,0.057867
-0.035974,-0.042299,-0.010511,-0.006124,-0.004624,0.009856,-0.210167,0.145988,-0.243900,-0.097976,0.240659,-0.449697,0.229122,-0.071620
-0.035579,-0.041461,-0.012320,-0.007556,-0.007530,0.011299,-0.216002,0.167599,-0.150991,-0.131642,0.256672,-0.513459,0.341255,-0.141319
-0.035125,-0.040651,-0.014435,-0.008004,-0.006292,0.012208,-0.201481,0.162035,0.061081,-0.196946,0.348772,-0.344272,0.298428,-0.159738
-0.034795,-0.040253,-0.016657,-0.007304,-0.001805,0.013881,-0.170577,0.164577,0.096266,-0.187616,0.433802,-0.226694,0.232480,-0.179132
-0.034380,-0.039795,-0.018803,-0.007526,-0.002446,0.012383,-0.151109,0.234121,0.013442,-0.162326,0.506511,-0.332444,0.108955,-0.167532
-0.033957,-0.039276,-0.020510,-0.007571,-0.003983,0.010671,-0.186712,0.315466,0.001738,-0.193398,0.489341,-0.416232,0.038732,-0.099325
-0.033462,-0.037113,-0.022420,-0.008024,-0.021513,0.011018,-0.199073,0.262343,0.024582,-0.190906,0.382612,-0.385774,0.059889,-0.025531
-0.033046,-0.034618,-0.024163,-0.007364,-0.027522,0.010892,-0.175683,0.197398,-0.020028,-0.147616,0.368723,-0.369132,0.065268,-0.035256
-0.032610,-0.031856,-0.025633,-0.006544,-0.028668,0.008483,-0.171019,0.020113,0.289096,-0.250384,0.390364,-0.370113,0.160352,-0.105270
-0.009165,-0.093919,0.021138,-0.011743,0.027493,-0.017724,0.066185,0.133941,-1.000000,0.867807,-0.053255,-0.628936,0.288224,-0.042534
-0.008108,-0.095789,0.021484,-0.010499,0.020440,-0.001993,0.010121,0.100721,-0.967749,0.807705,-0.132667,-0.587157,0.304340,0.023528
-0.008039,-0.096580,0.019292,-0.008668,0.010104,0.013699,-0.066643,0.073648,-0.603329,0.653005,-0.128196,-0.431604,0.316457,0.059851
-0.008950,-0.096425,0.014238,-0.006831,-0.000158,0.029149,-0.184878,0.180641,-0.201778,0.383319,-0.031321,-0.404912,0.447682,-0.010845
-0.010444,-0.096119,0.008168,-0.004087,-0.001402,0.037940,-0.273593,0.338522,0.154206,0.097184,0.182070,-0.419808,0.512753,-0.088811
-0.012757,-0.095102,0.000309,-0.000615,-0.008026,0.045321,-0.316907,0.514482,0.401059,-0.146896,0.522393,-0.286138,0.375949,-0.181542
-0.015151,-0.093798,-0.007252,0.001651,-0.011599,0.047286,-0.312633,0.671551,0.311624,-0.253613,0.781768,-0.185331,0.102833,-0.224649
-0.017666,-0.091950,-0.015053,0.002429,-0.015914,0.044997,-0.346134,0.723381,0.342222,-0.380478,0.846063,-0.188420,-0.193627,-0.099642
-0.019899,-0.090158,-0.021280,0.005210,-0.017011,0.038921,-0.413652,0.705497,0.407147,-0.466024,0.681839,-0.262157,-0.327265,0.120894
