r,l,t,target_pose
937.232401,1001,253.264005,[  2.73956049  -0.6112156  129.09525117]
933.174106,1001,506.51648,[   1.52299263   -4.56224676 -172.78934873]
944.969545,1001,759.768349,[ -3.7743449   -2.41886925 -33.92253798]
944.617053,1001,1013.022759,[ 0.73130657  0.28491145 94.91408633]
945.955973,1001,1266.273662,[  4.05604277  -4.22773207 -81.87488787]
