r,l,t,target_pose
779.827316,1001,253.255972,[  2.73956049  -0.6112156  129.09525117]
830.242041,1001,506.585734,[   1.52299263   -4.56224676 -172.78934873]
754.964231,1001,759.945618,[ -3.7743449   -2.41886925 -33.92253798]
811.035842,1001,1013.263757,[ 0.73130657  0.28491145 94.91408633]
878.838767,1001,1266.623577,[  4.05604277  -4.22773207 -81.87488787]
