r,l,t,target_pose
699.404198,1001,253.289823,[ 331.25641785  992.34178005 -145.5638811 ]
717.087348,1001,506.54028,[330.87409574 985.61907164 -64.95487627]
713.606007,1001,759.794148,[329.81871569 991.97529781 174.59543053]
743.66969,1001,1013.046379,[330.99160313 988.4745899   -2.40675826]
737.457601,1001,1266.298901,[338.24274513 987.97042475  -9.71696064]
