r,l,t,target_pose
814.992288,1001,253.279948,[333.93045095 988.33268739  14.34312906]
804.953601,1001,506.533771,[335.49012549 991.90849209  48.99975397]
754.074143,1001,759.780179,[ 331.71477671  987.81730124 -151.813776  ]
776.416875,1001,1013.029052,[337.33742417 987.38352174 153.91632331]
778.839733,1001,1266.272012,[334.39438033 994.15576695 150.09935884]
