x,y,psi,u,v,r,n1x,n1y,n2x,n2y,n3x,n3y,n4x,n4y,
-0.000652,-0.010935,0.000446,0.000000,0.000055,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048200,0.000000,0.048086
-0.000653,-0.010940,0.000440,0.000000,0.000055,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048199,0.000000,0.048069
-0.000653,-0.010944,0.000435,0.000000,0.000055,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048201,0.000000,0.048049
-0.000653,-0.010949,0.000429,0.000000,0.000055,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048202,0.000000,0.048030
-0.000653,-0.010954,0.000422,0.000000,0.000055,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048201,0.000000,0.048015
-0.000654,-0.010959,0.000417,0.000000,0.000055,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048199,0.000000,0.048000
-0.000654,-0.010963,0.000411,0.000000,0.000056,0.000034,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048201,0.000000,0.047980
-0.000654,-0.010968,0.000406,0.000000,0.000056,0.000034,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048202,0.000000,0.047964
-0.000654,-0.010973,0.000400,0.000000,0.000056,0.000034,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048199,0.000000,0.047949
-0.000654,-0.010978,0.000395,0.000000,0.000056,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048198,0.000000,0.047934
-0.000655,-0.010982,0.000390,0.000000,0.000056,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048199,0.000000,0.047916
-0.000655,-0.010987,0.000384,0.000000,0.000056,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048200,0.000000,0.047899
-0.000655,-0.010991,0.000379,0.000000,0.000056,0.000033,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048198,0.000000,0.047885
-0.000655,-0.010996,0.000373,0.000000,0.000056,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048196,0.000000,0.047870
-0.000655,-0.011001,0.000368,0.000000,0.000056,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048197,0.000000,0.047855
-0.000656,-0.011005,0.000363,0.000000,0.000056,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048198,0.000000,0.047837
-0.000656,-0.011010,0.000358,0.000000,0.000056,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048198,0.000000,0.047821
-0.000656,-0.011015,0.000352,0.000000,0.000056,0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048196,0.000000,0.047807
-0.000656,-0.011020,0.000347,0.000000,0.000056,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048195,0.000000,0.047790
-0.000656,-0.011024,0.000342,0.000000,0.000056,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048197,0.000000,0.047772
