x,y,psi,u,v,r,n1x,n1y,n2x,n2y,n3x,n3y,n4x,n4y
-0.000585,-0.013780,-0.003963,0.000014,-0.000356,-0.000295,0.000000,0.000000,0.000000,0.000000,0.000000,-0.044796,0.000000,0.045046
-0.000585,-0.013753,-0.003919,0.000014,-0.000355,-0.000294,0.000000,0.000000,0.000000,0.000000,0.000000,-0.044851,0.000000,0.045099
-0.000584,-0.013723,-0.003871,0.000014,-0.000354,-0.000294,0.000000,0.000000,0.000000,0.000000,0.000000,-0.044910,0.000000,0.045161
-0.000583,-0.013696,-0.003827,0.000014,-0.000353,-0.000293,0.000000,0.000000,0.000000,0.000000,0.000000,-0.044954,0.000000,0.045208
-0.000582,-0.013662,-0.003772,0.000014,-0.000352,-0.000293,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045019,0.000000,0.045253
-0.000581,-0.013632,-0.003724,0.000013,-0.000351,-0.000293,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045085,0.000000,0.045283
-0.000580,-0.013605,-0.003681,0.000013,-0.000350,-0.000292,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045160,0.000000,0.045323
-0.000579,-0.013576,-0.003633,0.000013,-0.000350,-0.000291,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045214,0.000000,0.045365
-0.000578,-0.013549,-0.003590,0.000013,-0.000349,-0.000290,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045254,0.000000,0.045411
-0.000577,-0.013515,-0.003536,0.000013,-0.000348,-0.000289,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045307,0.000000,0.045457
-0.000576,-0.013486,-0.003489,0.000013,-0.000348,-0.000287,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045360,0.000000,0.045502
-0.000576,-0.013459,-0.003446,0.000013,-0.000348,-0.000286,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045415,0.000000,0.045558
-0.000575,-0.013429,-0.003399,0.000013,-0.000348,-0.000285,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045455,0.000000,0.045615
-0.000574,-0.013396,-0.003346,0.000013,-0.000348,-0.000283,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045492,0.000000,0.045671
-0.000573,-0.013369,-0.003304,0.000013,-0.000347,-0.000282,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045539,0.000000,0.045728
-0.000572,-0.013340,-0.003259,0.000012,-0.000347,-0.000280,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045591,0.000000,0.045792
-0.000571,-0.013313,-0.003217,0.000012,-0.000347,-0.000279,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045621,0.000000,0.045853
-0.000570,-0.013279,-0.003165,0.000012,-0.000347,-0.000277,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045655,0.000000,0.045918
-0.000569,-0.013250,-0.003120,0.000012,-0.000347,-0.000275,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045694,0.000000,0.045976
-0.000569,-0.013223,-0.003079,0.000012,-0.000347,-0.000273,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045741,0.000000,0.046047
-0.000568,-0.013194,-0.003035,0.000012,-0.000346,-0.000271,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045771,0.000000,0.046116
-0.000567,-0.013167,-0.002994,0.000012,-0.000347,-0.000271,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045797,0.000000,0.046182
-0.000566,-0.013133,-0.002943,0.000012,-0.000346,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045836,0.000000,0.046242
-0.000565,-0.013104,-0.002900,0.000012,-0.000345,-0.000269,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045887,0.000000,0.046297
-0.000565,-0.013078,-0.002859,0.000012,-0.000344,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.045947,0.000000,0.046351
-0.000564,-0.013049,-0.002815,0.000012,-0.000342,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046001,0.000000,0.046394
-0.000563,-0.013016,-0.002765,0.000012,-0.000341,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046056,0.000000,0.046434
-0.000562,-0.012990,-0.002724,0.000011,-0.000339,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046117,0.000000,0.046465
-0.000561,-0.012961,-0.002680,0.000011,-0.000338,-0.000271,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046198,0.000000,0.046498
-0.000560,-0.012935,-0.002639,0.000011,-0.000337,-0.000271,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046258,0.000000,0.046521
-0.000559,-0.012903,-0.002589,0.000011,-0.000336,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046306,0.000000,0.046563
-0.000559,-0.012875,-0.002545,0.000011,-0.000335,-0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046350,0.000000,0.046599
-0.000558,-0.012849,-0.002504,0.000011,-0.000334,-0.000269,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046416,0.000000,0.046645
-0.000557,-0.012821,-0.002461,0.000011,-0.000334,-0.000268,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046466,0.000000,0.046688
-0.000556,-0.012795,-0.002421,0.000011,-0.000333,-0.000267,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046499,0.000000,0.046737
-0.000555,-0.012762,-0.002371,0.000011,-0.000333,-0.000266,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046540,0.000000,0.046789
-0.000554,-0.012735,-0.002328,0.000011,-0.000332,-0.000264,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046584,0.000000,0.046835
-0.000554,-0.012709,-0.002288,0.000011,-0.000332,-0.000263,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046634,0.000000,0.046897
-0.000553,-0.012681,-0.002246,0.000011,-0.000332,-0.000262,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046666,0.000000,0.046955
-0.000552,-0.012649,-0.002197,0.000010,-0.000332,-0.000260,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046696,0.000000,0.047014
-0.000551,-0.012623,-0.002158,0.000010,-0.000332,-0.000259,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046735,0.000000,0.047072
-0.000550,-0.012595,-0.002116,0.000010,-0.000332,-0.000258,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046780,0.000000,0.047140
-0.000550,-0.012569,-0.002078,0.000010,-0.000331,-0.000256,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046804,0.000000,0.047200
-0.000549,-0.012542,-0.002036,0.000010,-0.000331,-0.000255,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046834,0.000000,0.047267
-0.000548,-0.012509,-0.001989,0.000010,-0.000331,-0.000254,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046865,0.000000,0.047325
-0.000547,-0.012484,-0.001951,0.000010,-0.000330,-0.000253,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046903,0.000000,0.047388
-0.000546,-0.012456,-0.001909,0.000010,-0.000329,-0.000253,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046952,0.000000,0.047447
-0.000546,-0.012431,-0.001872,0.000010,-0.000328,-0.000253,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047000,0.000000,0.047490
-0.000545,-0.012399,-0.001824,0.000010,-0.000326,-0.000253,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047055,0.000000,0.047533
-0.000544,-0.012372,-0.001783,0.000010,-0.000325,-0.000254,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047106,0.000000,0.047564
-0.000543,-0.012347,-0.001744,0.000010,-0.000323,-0.000255,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047177,0.000000,0.047602
-0.000543,-0.012320,-0.001703,0.000010,-0.000321,-0.000255,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047245,0.000000,0.047623
-0.000542,-0.012289,-0.001655,0.000010,-0.000320,-0.000256,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047304,0.000000,0.047646
-0.000541,-0.012264,-0.001616,0.000009,-0.000318,-0.000256,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047363,0.000000,0.047669
-0.000540,-0.012238,-0.001575,0.000009,-0.000317,-0.000256,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047435,0.000000,0.047700
-0.000539,-0.012213,-0.001536,0.000009,-0.000316,-0.000256,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047482,0.000000,0.047728
-0.000538,-0.012187,-0.001495,0.000009,-0.000316,-0.000255,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047524,0.000000,0.047770
-0.000538,-0.012156,-0.001447,0.000009,-0.000315,-0.000254,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047568,0.000000,0.047806
-0.000537,-0.012132,-0.001409,0.000009,-0.000315,-0.000254,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047618,0.000000,0.047846
-0.000536,-0.012105,-0.001368,0.000009,-0.000314,-0.000252,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047670,0.000000,0.047896
-0.000535,-0.012081,-0.001330,0.000009,-0.000314,-0.000251,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047704,0.000000,0.047944
-0.000534,-0.012051,-0.001283,0.000009,-0.000313,-0.000250,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047738,0.000000,0.047995
-0.000534,-0.012024,-0.001243,0.000009,-0.000313,-0.000249,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047776,0.000000,0.048042
-0.000533,-0.012000,-0.001206,0.000009,-0.000313,-0.000248,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047823,0.000000,0.048100
-0.000532,-0.011974,-0.001166,0.000009,-0.000313,-0.000246,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047854,0.000000,0.048157
-0.000531,-0.011943,-0.001120,0.000009,-0.000313,-0.000245,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047881,0.000000,0.048213
-0.000531,-0.011919,-0.001083,0.000009,-0.000313,-0.000243,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047916,0.000000,0.048270
-0.000530,-0.011893,-0.001044,0.000009,-0.000312,-0.000242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047958,0.000000,0.048334
-0.000529,-0.011869,-0.001008,0.000009,-0.000312,-0.000241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047980,0.000000,0.048392
-0.000528,-0.011842,-0.000969,0.000008,-0.000311,-0.000241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048012,0.000000,0.048452
-0.000527,-0.011812,-0.000923,0.000008,-0.000310,-0.000241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048057,0.000000,0.048495
-0.000527,-0.011788,-0.000887,0.000008,-0.000309,-0.000241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048112,0.000000,0.048534
-0.000526,-0.011763,-0.000848,0.000008,-0.000307,-0.000241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048171,0.000000,0.048576
-0.000525,-0.011739,-0.000812,0.000008,-0.000306,-0.000242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048223,0.000000,0.048604
-0.000524,-0.011709,-0.000766,0.000008,-0.000304,-0.000243,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048281,0.000000,0.048630
-0.000524,-0.011684,-0.000726,0.000008,-0.000302,-0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048342,0.000000,0.048648
-0.000523,-0.011661,-0.000690,0.000008,-0.000301,-0.000245,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048421,0.000000,0.048668
-0.000522,-0.011636,-0.000650,0.000008,-0.000299,-0.000245,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048489,0.000000,0.048680
-0.000521,-0.011607,-0.000604,0.000008,-0.000298,-0.000245,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048534,0.000000,0.048706
-0.000521,-0.011584,-0.000567,0.000008,-0.000297,-0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048579,0.000000,0.048735
-0.000520,-0.011559,-0.000527,0.000008,-0.000297,-0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048646,0.000000,0.048767
-0.000519,-0.011536,-0.000491,0.000008,-0.000296,-0.000243,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048692,0.000000,0.048796
-0.000518,-0.011511,-0.000452,0.000008,-0.000295,-0.000242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048729,0.000000,0.048839
-0.000517,-0.011482,-0.000406,0.000008,-0.000295,-0.000242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048765,0.000000,0.048876
-0.000517,-0.011460,-0.000370,0.000008,-0.000295,-0.000241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048812,0.000000,0.048916
-0.000516,-0.011435,-0.000331,0.000008,-0.000295,-0.000240,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048863,0.000000,0.048964
-0.000515,-0.011412,-0.000295,0.000008,-0.000294,-0.000238,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048892,0.000000,0.049011
-0.000514,-0.011383,-0.000251,0.000008,-0.000294,-0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048924,0.000000,0.049062
-0.000514,-0.011359,-0.000213,0.000007,-0.000294,-0.000236,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048958,0.000000,0.049105
-0.000513,-0.011336,-0.000177,0.000007,-0.000293,-0.000234,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049003,0.000000,0.049161
-0.000512,-0.011311,-0.000139,0.000007,-0.000294,-0.000233,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049033,0.000000,0.049216
-0.000512,-0.011289,-0.000105,0.000007,-0.000294,-0.000232,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049054,0.000000,0.049267
-0.000511,-0.011260,-0.000061,0.000007,-0.000294,-0.000230,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049091,0.000000,0.049323
-0.000510,-0.011235,-0.000024,0.000007,-0.000294,-0.000229,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049120,0.000000,0.049371
-0.000509,-0.011213,0.000010,0.000007,-0.000294,-0.000228,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049154,0.000000,0.049436
-0.000509,-0.011188,0.000047,0.000007,-0.000293,-0.000226,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049177,0.000000,0.049496
-0.000508,-0.011160,0.000089,0.000007,-0.000293,-0.000226,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049201,0.000000,0.049551
-0.000507,-0.011137,0.000123,0.000007,-0.000292,-0.000225,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049234,0.000000,0.049604
-0.000507,-0.011112,0.000160,0.000007,-0.000291,-0.000225,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049285,0.000000,0.049658
-0.000506,-0.011090,0.000193,0.000007,-0.000290,-0.000225,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049329,0.000000,0.049691
-0.000505,-0.011062,0.000236,0.000007,-0.000288,-0.000226,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049378,0.000000,0.049726
-0.000504,-0.011038,0.000273,0.000007,-0.000286,-0.000227,0.000000,0.000000,0.000000,0.000000,0.000000,-0.049429,0.000000,0.049751
