r,l,t,target_pose
622.159537,1001,253.293633,[332.09035164 990.77385614  -2.97619922]
563.347303,1001,506.927429,[335.82020114 986.51221255 164.32123677]
600.352475,1001,763.711738,[331.03095617 993.36106162 -14.58345997]
554.388953,1001,1026.346772,[329.70410298 991.01860945 135.99433616]
569.979481,1001,1279.802017,[334.30568144 991.80866968  38.45841575]
