r,l,t,target_pose
780.284093,1001,253.280507,[  2.73956049  -0.6112156  129.09525117]
814.336113,1001,506.609395,[   1.52299263   -4.56224676 -172.78934873]
745.265859,1001,759.962028,[ -3.7743449   -2.41886925 -33.92253798]
905.839205,1001,1013.33989,[ 0.73130657  0.28491145 94.91408633]
897.406837,1001,1266.690631,[  4.05604277  -4.22773207 -81.87488787]
