r,l,t,target_pose
644.339353,1001,253.827973,[339.38757629 987.92620459 -23.17693364]
616.761607,1001,507.298672,[ 332.23918996  985.278502   -178.83842194]
661.576339,1001,762.653206,[337.90764119 991.76930075 -19.17127017]
647.994654,1001,1016.05398,[337.52649631 989.53569588 -77.73644053]
644.386888,1001,1269.531857,[337.11648133 994.50414321 122.16541084]
