r,l,t,target_pose
436.966609,1001,253.296381,[  2.73956049  -0.6112156  129.09525117]
364.120044,1001,506.749906,[   1.52299263   -4.56224676 -172.78934873]
467.806482,1001,760.207033,[ -3.7743449   -2.41886925 -33.92253798]
803.294447,1001,1013.550355,[ 0.73130657  0.28491145 94.91408633]
371.533672,1001,1266.986585,[  4.05604277  -4.22773207 -81.87488787]
