r,l,t,target_pose
798.33285,1001,253.301701,[337.87454074 993.55594513 156.84025088]
743.879514,1001,506.753985,[331.9041397  992.4221213   67.23755876]
820.032893,1001,760.239702,[334.1409201  990.50178602 103.88453108]
808.708423,1001,1013.719079,[337.45969265 985.47478069  61.99278568]
767.405287,1001,1267.062737,[332.78262699 985.36196566 -47.00955863]
