r,l,t,target_pose
614.633379,1001,253.285642,[338.05932919 988.93909523 132.20173924]
631.025497,1001,506.536145,[337.56340454 986.69057439 110.71619733]
623.775314,1001,759.79106,[336.1292937  990.25219224 -94.48929365]
577.989696,1001,1013.045094,[330.24490591 986.01824662 108.090736  ]
613.313228,1001,1266.415756,[334.33540308 991.42893706 110.49205167]
