r,l,t,target_pose
451.792272,1001,253.270523,[  2.73956049  -0.6112156  129.09525117]
455.190282,1001,506.742095,[   1.52299263   -4.56224676 -172.78934873]
226.117098,1001,760.17007,[ -3.7743449   -2.41886925 -33.92253798]
763.323927,1001,1013.525332,[ 0.73130657  0.28491145 94.91408633]
402.705332,1001,1267.008881,[  4.05604277  -4.22773207 -81.87488787]
