r,l,t,target_pose
890.32625,1001,253.256668,[  2.73956049  -0.6112156  129.09525117]
870.492108,1001,506.63097,[   1.52299263   -4.56224676 -172.78934873]
922.266629,1001,759.9994,[ -3.7743449   -2.41886925 -33.92253798]
901.17517,1001,1013.356248,[ 0.73130657  0.28491145 94.91408633]
913.910432,1001,1266.706984,[  4.05604277  -4.22773207 -81.87488787]
