#{"t_start": 1744790023.64959, "env_id": "milliAmpere1ROS_env/MilliAmpere1ROS-v12"}
r,l,t
-95.925385,1001,20226.750227
-85.069894,1001,20477.155642
-122.118934,1001,20728.234195
-119.358274,206,20779.759948
-90.542751,1001,21030.880502
-105.640911,1001,21281.267211
-82.39995,1001,21531.670809
-51.185711,1001,21782.758972
-63.093022,1001,22033.148818
-87.208548,1001,22284.276042
-54.237493,1001,22534.674171
-60.099113,1001,22785.759087
-30.253375,1001,23036.150801
-30.166566,1001,23287.190645
-11.865991,1001,23537.550297
-6.216071,1001,23788.702106
-15.203447,1001,24039.028733
1.024397,1001,24290.163304
-14.016344,1001,24540.564627
-14.984243,1001,24791.704206
0.133371,1001,25041.997159
16.297668,1001,25293.129274
35.731987,1001,25543.455728
27.212135,1001,25794.458708
63.02605,1001,26044.771925
44.929926,1001,26295.908593
73.49142,1001,26546.255273
99.351166,1001,26797.408207
138.110438,1001,27047.756446
142.93145,1001,27298.908248
123.39963,1001,27549.24803
141.260714,1001,27800.374512
201.750254,1001,28050.746378
132.689757,1001,28301.876219
204.105055,1001,28552.228894
143.934185,1001,28803.236238
121.43866,1001,29053.622362
112.82906,1001,29304.749388
259.752294,1001,29555.16179
246.375631,1001,29806.251297
168.780927,1001,30056.652304
234.626367,1001,30307.749793
281.099118,1001,30558.155768
188.511292,1001,30809.246354
441.598648,1001,31059.636794
375.202012,1001,31310.740921
242.477628,1001,31561.128386
331.595224,1001,31812.277774
324.86298,1001,32062.658658
246.8848,1001,32313.004842
292.78075,1001,32564.116022
413.659446,1001,32814.503105
395.503543,1001,33065.612035
356.043479,1001,33316.005634
188.305312,1001,33567.116037
397.469169,1001,33817.508283
391.704541,1001,34068.642716
252.136715,1001,34319.005328
429.301847,1001,34570.114271
370.893672,1001,34820.504414
347.522947,1001,35071.600002
227.200784,1001,35322.007154
405.921347,1001,35573.104113
435.439613,1001,35823.504026
311.781421,1001,36074.603465
578.382478,1001,36324.997497
398.299953,1001,36576.103634
399.944105,1001,36826.494344
504.353385,1001,37077.642141
441.163748,1001,37328.028883
533.07579,1001,37579.096929
490.406598,1001,37829.494657
523.299926,1001,38080.602505
423.606535,1001,38330.987893
522.774953,1001,38582.114455
530.278408,1001,38832.504575
570.910698,1001,39083.61682
482.129528,1001,39333.983662
580.971017,1001,39585.117562
547.297178,1001,39835.535755
568.947306,1001,40086.634097
551.781613,1001,40337.02038
512.385379,1001,40588.108377
391.152776,1001,40838.51224
462.319393,1001,41089.605487
441.050857,1001,41340.000338
414.066432,1001,41591.113706
485.845221,1001,41841.518906
482.689611,1001,42092.597415
528.502832,1001,42342.963258
607.84582,1001,42594.072908
465.839548,1001,42844.358931
486.542089,1001,43095.505835
472.387674,1001,43345.823898
568.844851,1001,43596.06912
444.939418,1001,43847.097118
519.174579,1001,44097.543003
635.502641,1001,44348.616371
600.825435,1001,44599.017751
580.339659,1001,44850.104032
535.639079,1001,45100.483332
609.526703,1001,45351.598809
555.457514,1001,45601.966369
566.215912,1001,45853.096372
698.097347,1001,46103.488255
699.149925,1001,46354.599854
668.710742,1001,46604.848218
566.981299,1001,46855.952753
696.095162,1001,47106.343762
682.177391,1001,47357.479092
526.794293,1001,47607.851761
723.045172,1001,47858.857383
686.106685,1001,48109.108091
636.04606,1001,48360.111357
747.429028,1001,48610.461628
679.495991,1001,48861.573214
560.923321,1001,49111.95736
732.125713,1001,49363.107687
664.60318,1001,49613.503374
595.931808,1001,49864.611339
646.293757,1001,50114.972408
746.146158,1001,50366.115016
600.15141,1001,50616.45412
590.887145,1001,50867.586938
648.711416,1001,51117.869459
582.911117,1001,51368.952108
627.542925,1001,51619.35133
737.713724,1001,51870.457898
754.912766,1001,52120.840929
682.434742,1001,52371.931242
789.632804,1001,52623.022489
645.082384,1001,52874.126085
475.818676,1001,53124.467431
692.407086,1001,53375.613008
764.660929,1001,53625.959362
628.077767,1001,53877.130648
562.725705,1001,54127.387693
574.098451,1001,54378.422314
742.047291,1001,54628.814511
764.222464,1001,54879.289075
806.975949,1001,55130.391799
726.91053,1001,55380.646115
638.899954,1001,55631.643369
687.373893,1001,55881.986548
725.632906,1001,56133.126708
595.6411,1001,56383.481461
722.266323,1001,56634.643945
576.007544,1001,56884.975696
577.373339,1001,57136.086809
779.237356,1001,57386.484624
716.020481,1001,57637.624105
774.79583,1001,57887.982969
750.250379,1001,58139.105949
800.607039,1001,58389.459011
865.787485,1001,58640.637347
787.695686,1001,58890.960248
698.179922,1001,59142.074202
790.753253,1001,59392.455939
704.781659,1001,59643.57872
717.636103,1001,59893.957876
715.413137,1001,60145.081241
700.392299,1001,60395.461377
708.912143,1001,60646.638222
734.977837,1001,60896.975904
721.340893,1001,61148.155761
856.900954,1001,61398.462736
777.417291,1001,61649.584079
758.307582,1001,61899.955483
711.494376,1001,62151.102241
718.700214,1001,62401.455382
694.884632,1001,62652.51851
766.2683,1001,62902.908295
742.889606,1001,63153.952428
677.911986,1001,63404.206698
689.735869,1001,63655.219062
724.660384,1001,63905.615249
552.944785,1001,64156.723805
528.265113,1001,64407.112082
613.838332,1001,64658.224623
753.913428,1001,64908.610367
711.596424,1001,65159.712099
725.865574,1001,65410.094491
697.025135,1001,65661.236957
647.008832,1001,65911.590554
781.362451,1001,66161.97114
689.8723,1001,66413.091573
697.536552,1001,66663.480771
709.734957,1001,66914.600212
687.308698,1001,67164.988079
745.83628,1001,67416.096233
832.454,1001,67666.481685
731.73104,1001,67917.607996
722.423604,1001,68167.983261
754.427938,1001,68419.1838
791.952383,1001,68669.602945
763.983689,1001,68920.740815
751.235045,1001,69171.108759
669.628973,1001,69422.243475
698.591494,1001,69672.590838
891.304783,1001,69923.742398
804.987851,1001,70174.130924
850.062616,1001,70425.250003
800.152834,1001,70675.590367
714.215535,1001,70926.749959
681.408888,1001,71177.101731
801.413691,1001,71428.223451
655.091859,1001,71678.619608
785.811062,1001,71929.761611
749.906481,1001,72180.094675
793.384687,1001,72431.219362
768.773437,1001,72681.586971
784.137545,1001,72932.731948
885.221386,1001,73183.079665
820.582974,1001,73434.209994
829.831607,1001,73684.58018
669.457591,1001,73935.699135
728.566382,1001,74186.10048
779.099782,1001,74437.199555
718.760824,1001,74687.593361
697.355341,1001,74938.744088
824.827909,1001,75189.086019
796.555206,1001,75440.224602
734.223989,1001,75690.585993
754.098739,1001,75941.715722
808.969895,1001,76192.081291
689.143529,1001,76443.216455
725.379256,1001,76693.576991
789.640212,1001,76943.974086
716.907416,1001,77195.087351
791.843223,1001,77445.466848
760.634933,1001,77696.573229
806.863815,1001,77946.968402
531.908024,1001,78198.070865
785.236421,1001,78448.46432
833.416123,1001,78699.575305
722.047979,1001,78949.958375
759.691184,1001,79201.076183
753.849427,1001,79451.448703
726.577657,1001,79702.57766
755.89586,1001,79952.962777
842.716947,1001,80204.081651
681.707415,1001,80454.448898
899.554629,1001,80705.582746
736.295479,1001,80955.961232
823.820084,1001,81207.082979
667.251868,1001,81457.463326
798.596555,1001,81708.588016
769.176189,1001,81959.022419
619.121197,1001,82210.272376
729.552644,1001,82460.596418
586.456493,1001,82711.749356
823.165679,1001,82962.099608
750.434625,1001,83213.212824
628.901824,1001,83463.602304
815.443747,1001,83714.701707
818.144846,1001,83965.099305
801.60483,1001,84216.224663
759.488924,1001,84466.604801
827.710781,1001,84717.695024
713.531726,1001,84968.098901
720.840872,1001,85219.213305
835.63295,1001,85469.604672
592.102536,1001,85720.700875
786.196779,1001,85971.065114
708.703412,1001,86222.236336
755.851185,1001,86472.61043
788.032307,1001,86723.710047
799.118992,1001,86974.107352
783.355401,1001,87225.274168
698.472299,1001,87475.614422
674.037429,1001,87726.720617
774.911068,1001,87977.114288
863.218462,1001,88227.443619
909.475578,1001,88478.583812
782.627602,1001,88728.945374
688.546122,1001,88980.064058
746.609222,1001,89230.458162
767.588314,1001,89481.632468
781.889422,1001,89731.947917
715.554611,1001,89983.073819
802.058942,1001,90233.443466
775.370336,1001,90484.60357
729.39937,1001,90734.943708
753.544429,1001,90986.073379
803.964366,1001,91236.443406
642.371555,1001,91487.587059
622.096851,1001,91737.925046
728.215526,1001,91989.080436
762.190475,1001,92239.426725
788.5143,1001,92490.585256
659.592067,1001,92740.942386
822.821671,1001,92992.074987
857.781876,1001,93242.43097
830.179742,1001,93493.554208
745.875978,1001,93743.934443
736.831879,1001,93995.0571
706.116536,1001,94245.429431
771.646527,1001,94496.584834
777.928419,1001,94746.934263
732.061915,1001,94998.081587
803.865105,1001,95248.440803
752.663654,1001,95499.612622
797.107489,1001,95749.937885
699.275127,1001,96001.073194
822.184567,1001,96251.438087
830.96957,1001,96502.428082
785.664047,1001,96752.678479
798.593025,1001,97003.694864
864.584126,1001,97254.095026
843.038565,1001,97505.23037
781.845195,1001,97755.632361
744.941247,1001,98006.75534
865.660091,1001,98257.132128
735.874644,1001,98508.198969
795.739832,1001,98758.65919
828.775846,1001,99009.708638
843.339319,1001,99260.100074
891.719061,1001,99510.458597
790.413247,1001,99761.610374
786.182984,1001,100011.958491
702.46267,1001,100263.063645
694.291863,1001,100513.454034
787.608506,1001,100764.625881
871.274457,1001,101014.955348
762.565106,1001,101266.062461
844.394587,1001,101516.463369
833.24161,1001,101767.553991
673.784904,1001,102017.962996
574.905439,1001,102269.058787
825.105418,1001,102519.46214
627.16224,1001,102770.615887
819.655532,1001,103020.966806
878.211647,1001,103272.058246
678.139672,1001,103522.473204
740.119702,1001,103773.582466
694.776118,1001,104023.975883
684.825876,1001,104275.063937
768.68678,1001,104525.454575
799.727385,1001,104776.556322
763.450027,1001,105026.963268
679.580002,1001,105278.060466
879.239752,1001,105528.467912
751.690879,1001,105779.584751
850.865539,1001,106029.960696
854.126989,1001,106281.043195
878.600164,1001,106531.407424
875.110153,1001,106782.570566
686.766464,1001,107032.95333
839.768015,1001,107284.002912
815.721293,1001,107534.254738
734.966523,1001,107785.324297
718.708998,1001,108035.704205
769.860247,1001,108286.824344
884.887239,1001,108537.212246
891.730071,1001,108788.314342
766.147424,1001,109038.715808
736.231637,1001,109289.85029
880.429164,1001,109540.248743
763.906456,1001,109791.275674
894.11499,1001,110041.576717
813.178751,1001,110292.705862
834.305692,1001,110543.060664
838.873944,1001,110793.459303
927.081207,1001,111044.561736
693.48874,1001,111294.931432
675.458597,1001,111546.062281
698.661503,1001,111796.431925
751.810405,1001,112047.564102
778.150385,1001,112297.940158
832.659723,1001,112549.064225
843.607028,1001,112799.448474
750.376093,1001,113050.553415
774.547079,1001,113300.942707
771.890351,1001,113552.053028
652.689634,1001,113802.452075
687.217957,1001,114053.556266
896.055362,1001,114303.972722
723.865838,1001,114555.065923
678.818658,1001,114805.449239
767.685945,1001,115056.565633
830.674007,1001,115306.951802
785.434469,1001,115558.062342
828.5305,1001,115808.48153
771.200218,1001,116059.64327
713.598115,1001,116310.075289
778.661426,1001,116561.227638
803.603264,1001,116811.57397
763.592579,1001,117062.705366
748.422293,1001,117313.079371
759.717481,1001,117564.212044
707.77626,1001,117814.582139
953.860103,1001,118065.689158
798.202216,1001,118316.078365
757.974986,1001,118567.190815
849.878955,1001,118817.588475
745.418008,1001,119068.674803
871.456164,1001,119319.05803
847.253097,1001,119570.162315
756.870752,1001,119820.550693
780.002498,1001,120071.744712
788.860946,1001,120322.088244
690.676226,1001,120573.178792
839.895417,1001,120823.559089
819.049091,1001,121074.650505
682.397767,1001,121325.022599
820.027169,1001,121575.419442
862.608508,1001,121826.538048
828.916769,1001,122076.938125
764.247448,1001,122328.041863
825.312952,1001,122578.43722
818.189983,1001,122829.594962
869.038833,1001,123079.937996
798.557675,1001,123331.049337
816.26277,1001,123581.423255
835.305293,1001,123832.561607
819.834999,1001,124082.924945
877.332326,1001,124334.081325
808.409622,1001,124584.424915
778.965659,1001,124835.568891
788.905992,1001,125085.935878
849.605888,1001,125337.124673
705.401172,1001,125587.433548
