r,l,t,target_pose
-536.426201,1001,253.256835,[337.89843486 994.81826844 138.29379979]
-568.470708,911,484.009094,[333.40834919 988.30371822 119.95958681]
-412.861613,1001,737.261365,[332.1547444  991.1803013   49.08899432]
-542.210428,931,973.013376,[333.9673708  994.92158915 -17.04464984]
-419.191768,563,1116.763216,[331.90318922 985.24501519  -9.15974181]
