r,l,t,target_pose
-546.977378,1001,253.316275,[ 332.79649613  989.76208775 -151.71547786]
-251.383677,1001,506.782626,[337.27367156 985.90172178 -49.76879703]
-307.220572,1001,760.264358,[334.24577914 990.65746888 -28.06703233]
-467.353044,1001,1013.719587,[337.7336332  986.60509463  46.96667336]
-235.142089,1001,1267.036995,[330.84443268 985.57630216   4.05086093]
