r,l,t,target_pose
-109.762363,585,149.248521,[331.1711821  994.48041931 -35.1619087 ]
-95.77498,707,329.03866,[332.33925064 991.07365291 138.69222362]
-117.903412,469,449.289725,[336.35744931 992.23831999  99.13430573]
-31.846734,902,677.791568,[339.33669362 986.39467233  89.04616942]
-109.861886,197,730.0523,[335.03182739 994.82571022 -88.4457629 ]
