r,l,t,target_pose
502.659551,1001,253.290081,[  2.73956049  -0.6112156  129.09525117]
334.982717,1001,506.76292,[   1.52299263   -4.56224676 -172.78934873]
374.265897,1001,760.212742,[ -3.7743449   -2.41886925 -33.92253798]
691.625059,1001,1013.55231,[ 0.73130657  0.28491145 94.91408633]
413.473112,1001,1267.045727,[  4.05604277  -4.22773207 -81.87488787]
