r,l,t,target_pose
744.856935,1001,253.920247,[332.31658908 994.2626397   63.14793165]
731.541517,1001,254.46706,[331.36139393 992.4379231  160.32488939]
742.890353,1001,507.839833,[332.42501998 991.77763582  83.48776746]
732.211257,1001,761.210057,[336.72913794 988.66502981 134.1705651 ]
715.951706,1001,1014.581475,[ 330.59636664  991.40356037 -138.75476132]
