r,l,t,target_pose
692.026918,1001,253.267788,[  2.73956049  -0.6112156  129.09525117]
683.296219,1001,506.519502,[   1.52299263   -4.56224676 -172.78934873]
855.80522,1001,759.771646,[ -3.7743449   -2.41886925 -33.92253798]
887.586387,1001,1013.025164,[ 0.73130657  0.28491145 94.91408633]
920.250045,1001,1266.275778,[  4.05604277  -4.22773207 -81.87488787]
