r,l,t,target_pose
780.251659,1001,253.265613,[338.51036791 992.21638358  -7.71121998]
799.954836,1001,506.645442,[ 336.45918723  985.88985734 -160.84223602]
815.617063,1001,760.009066,[336.1609723  987.54214507  97.7277147 ]
764.691304,1001,1013.38539,[336.48544379 993.91390275 179.57342913]
821.627721,1001,1266.737527,[335.25101245 988.56950954 -60.75479067]
