r,l,t,target_pose
318.898968,1001,253.299028,[  2.73956049  -0.6112156  129.09525117]
323.996473,1001,506.74049,[   1.52299263   -4.56224676 -172.78934873]
332.52953,1001,760.245362,[ -3.7743449   -2.41886925 -33.92253798]
876.704939,1001,1013.750801,[ 0.73130657  0.28491145 94.91408633]
295.045151,1001,1267.22161,[  4.05604277  -4.22773207 -81.87488787]
