r,l,t,target_pose
-86.012007,1001,253.302971,[ 332.60473407  993.9569586  -107.36986689]
-72.338081,1001,506.743329,[ 334.77656385  992.59075839 -142.37812619]
-79.888513,1001,760.053813,[339.45923158 990.13435516   9.48743801]
-79.550552,1001,1013.521635,[334.64523888 993.31573444 -90.97774651]
-92.351379,1001,1266.97958,[ 330.17808551  991.51705399 -103.133767  ]
