r,l,t,target_pose
654.823784,1001,253.53934,[  2.73956049  -0.6112156  129.09525117]
836.901533,1001,506.987832,[   1.52299263   -4.56224676 -172.78934873]
646.611472,1001,760.327781,[ -3.7743449   -2.41886925 -33.92253798]
530.641272,1001,1013.807339,[ 0.73130657  0.28491145 94.91408633]
408.366541,1001,1267.301231,[  4.05604277  -4.22773207 -81.87488787]
