r,l,t,target_pose
837.263437,1001,253.259949,[  2.73956049  -0.6112156  129.09525117]
859.505683,1001,506.641709,[   1.52299263   -4.56224676 -172.78934873]
846.179964,1001,759.999397,[ -3.7743449   -2.41886925 -33.92253798]
888.535189,1001,1013.363338,[ 0.73130657  0.28491145 94.91408633]
840.716319,1001,1266.715926,[  4.05604277  -4.22773207 -81.87488787]
