r,l,t,target_pose
671.529784,1001,253.305419,[333.14172939 987.25048233  36.12775864]
673.914193,1001,506.771456,[335.42708558 993.56322834  91.62122687]
652.53903,1001,760.237133,[ 339.10739965  985.37081049 -149.60160335]
663.903345,1001,1013.559293,[338.21054934 993.46430264 142.60032369]
659.626196,1001,1267.012272,[329.83056758 987.10852248 147.10403088]
