r,l,t,target_pose
-107.372677,290,75.495288,[334.15811862 988.48995255  51.21997093]
-179.721355,328,160.528666,[ 339.36508486  992.01134651 -145.24199353]
-146.911927,398,263.029392,[331.31800098 992.64947024 -90.38032247]
-243.291241,692,439.029979,[335.04895633 989.18015086 -66.05632726]
-122.784917,229,499.285251,[338.6481196  986.6951171  -54.19113409]
