r,l,t,target_pose
504.261679,1001,253.299165,[  2.73956049  -0.6112156  129.09525117]
504.812351,1001,506.80108,[   1.52299263   -4.56224676 -172.78934873]
563.81657,1001,760.299757,[ -3.7743449   -2.41886925 -33.92253798]
400.775206,1001,1013.800947,[ 0.73130657  0.28491145 94.91408633]
708.478786,1001,1267.264846,[  4.05604277  -4.22773207 -81.87488787]
