r,l,t,target_pose
747.517834,1001,253.309429,[  2.73956049  -0.6112156  129.09525117]
380.448793,1001,506.803188,[   1.52299263   -4.56224676 -172.78934873]
751.305959,1001,760.252654,[ -3.7743449   -2.41886925 -33.92253798]
541.678551,1001,1013.563916,[ 0.73130657  0.28491145 94.91408633]
357.38152,1001,1267.032055,[  4.05604277  -4.22773207 -81.87488787]
