r,l,t,target_pose
932.920986,1001,253.269319,[  2.73956049  -0.6112156  129.09525117]
925.298805,1001,506.520921,[   1.52299263   -4.56224676 -172.78934873]
935.273606,1001,759.773076,[ -3.7743449   -2.41886925 -33.92253798]
945.549011,1001,1013.026492,[ 0.73130657  0.28491145 94.91408633]
934.139364,1001,1266.279181,[  4.05604277  -4.22773207 -81.87488787]
