r,l,t,target_pose
788.876356,1001,253.307092,[  2.73956049  -0.6112156  129.09525117]
883.294799,1001,506.585621,[   1.52299263   -4.56224676 -172.78934873]
876.744514,1001,759.838398,[ -3.7743449   -2.41886925 -33.92253798]
881.12845,1001,1013.090991,[ 0.73130657  0.28491145 94.91408633]
819.205006,1001,1266.344157,[  4.05604277  -4.22773207 -81.87488787]
