r,l,t,target_pose
-354.730918,626,159.549583,[ 337.27302276  992.58567135 -142.36859247]
-235.414467,507,289.458693,[338.06715799 994.5730555   -5.81321325]
-446.561976,975,536.304718,[337.94636532 988.08249152 -48.01002708]
-184.917296,1001,789.800468,[330.19972123 985.92651042  39.98085278]
-382.642619,779,987.741737,[334.17150703 993.77968553  78.48948086]
