r,l,t,target_pose
425.033976,1001,253.305061,[  2.73956049  -0.6112156  129.09525117]
330.707698,1001,506.760899,[   1.52299263   -4.56224676 -172.78934873]
392.161212,1001,760.215644,[ -3.7743449   -2.41886925 -33.92253798]
409.597585,1001,1013.558508,[ 0.73130657  0.28491145 94.91408633]
799.034898,1001,1267.047993,[  4.05604277  -4.22773207 -81.87488787]
