#{"t_start": 1744617768.4790337, "env_id": "milliAmpere1ROS_env/MilliAmpere1ROS-v11"}
r,l,t
62.096767,1001,15655.371681
7.202058,1001,15906.372964
92.474455,1001,16156.625119
52.87066,1001,16406.875055
42.483825,1001,16657.877005
52.777559,1001,16908.130525
80.978462,1001,17159.132395
55.617169,1001,17409.385896
100.300415,1001,17660.386605
73.278821,1001,17910.637805
107.765662,1001,18161.640647
95.249338,1001,18411.890821
33.054571,1001,18662.891861
101.816453,1001,18913.145756
159.284385,1001,19164.146852
152.599674,1001,19414.398673
227.690055,1001,19665.585032
150.22128,1001,19915.903805
250.782139,1001,20166.903149
220.448197,1001,20417.155975
172.598111,1001,20668.15967
185.997572,1001,20918.410367
99.726868,1001,21169.412566
277.380935,1001,21419.663443
236.143885,1001,21670.664979
243.565896,1001,21920.920231
255.202563,1001,22171.918652
233.166772,1001,22422.170047
192.139962,1001,22673.172264
244.887893,1001,22923.423834
190.280975,1001,23174.426361
283.884087,1001,23424.676476
225.382081,1001,23675.680354
342.759321,1001,23925.929439
270.509366,1001,24176.931421
263.052481,1001,24427.183309
256.549626,1001,24678.184484
358.876895,1001,24928.437557
322.709339,1001,25179.438688
355.569035,1001,25429.690971
369.754902,1001,25680.692579
360.088424,1001,25930.942433
283.184968,1001,26181.914602
475.412904,1001,26432.197292
378.968685,1001,26683.199699
388.372841,1001,26933.450453
438.521707,1001,27184.439896
394.360119,1001,27434.702863
445.499145,1001,27684.954449
477.635474,1001,27935.956288
435.875245,1001,28186.207017
451.871333,1001,28437.210527
482.722862,1001,28687.460068
471.221981,1001,28938.461843
490.160732,1001,29188.713446
494.207526,1001,29439.715086
578.867926,1001,29689.964142
541.317707,1001,29940.968144
581.502702,1001,30191.218449
568.495213,1001,30442.223374
551.688986,1001,30692.471025
604.316586,1001,30943.47447
568.43598,1001,31193.727668
565.895744,1001,31444.727592
602.64651,1001,31694.978648
575.705066,1001,31945.98079
617.522689,1001,32196.234267
605.21807,1001,32447.235778
622.562547,1001,32697.487341
638.494475,1001,32948.490356
606.865217,1001,33198.740888
620.897426,1001,33449.742763
641.839073,1001,33699.993373
691.044893,1001,33950.995395
660.767838,1001,34201.247607
675.431679,1001,34452.249188
687.34552,1001,34702.50149
673.363877,1001,34953.502569
698.159057,1001,35203.756531
702.762773,1001,35454.757997
693.624041,1001,35705.00771
669.626454,1001,35956.009627
710.046412,1001,36206.262246
683.408679,1001,36457.264593
725.499358,1001,36707.516437
729.710667,1001,36958.518248
700.999751,1001,37208.769364
712.389988,1001,37459.759475
712.126473,1001,37710.020629
726.876056,1001,37961.023474
727.464948,1001,38211.275102
715.425797,1001,38462.254398
764.572297,1001,38712.527566
763.669358,1001,38962.77976
752.649204,1001,39213.781916
746.950221,1001,39464.033033
748.625259,1001,39715.03777
751.18391,1001,39965.289509
763.357737,1001,40216.290895
752.597682,1001,40466.543107
795.875298,1001,40717.550614
774.297415,1001,40967.797283
783.657702,1001,41218.800639
800.752759,1001,41469.050989
811.818683,1001,41720.052582
782.867413,1001,41970.306227
783.00971,1001,42221.306789
802.557319,1001,42471.55875
784.659133,1001,42722.560945
815.34304,1001,42972.813818
815.85215,1001,43223.815006
782.612582,1001,43474.064425
800.615962,1001,43725.066068
799.347791,1001,43975.31812
793.828232,1001,44226.319203
794.848342,1001,44476.571084
828.761055,1001,44727.573067
808.963368,1001,44977.824525
823.875426,1001,45228.826082
826.959091,1001,45479.078295
836.40974,1001,45730.077
813.505981,1001,45980.330116
850.66094,1001,46231.333445
833.329182,1001,46481.583214
839.606094,1001,46732.577811
846.396664,1001,46982.835395
837.43752,1001,47233.838024
829.093443,1001,47484.088883
835.65422,1001,47735.089342
831.73505,1001,47985.512215
853.683007,1001,48236.594427
835.729114,1001,48486.84549
847.50711,1001,48737.849066
861.944059,1001,48988.098947
871.100277,1001,49239.102922
871.764448,1001,49489.353058
845.485272,1001,49739.608354
842.803018,1001,49990.606048
835.438941,1001,50240.858644
847.665481,1001,50491.859072
856.643053,1001,50742.110425
842.053097,1001,50993.112779
863.523816,1001,51243.365976
864.208828,1001,51494.368612
876.900292,1001,51744.620468
839.777679,1001,51995.621575
842.722093,1001,52245.87479
851.818081,1001,52496.876965
862.238197,1001,52747.132134
841.221921,1001,52998.141337
889.942251,1001,53248.396369
848.03539,1001,53499.39945
867.144909,1001,53749.653895
848.689882,1001,54000.658389
869.767469,1001,54250.910434
881.117299,1001,54501.912656
877.459654,1001,54752.158246
868.454378,1001,55003.149977
853.127026,1001,55253.39965
834.22077,1001,55504.394644
875.75174,1001,55754.644396
859.058258,1001,56005.644274
841.759253,1001,56255.895542
882.807855,1001,56506.892585
896.485207,1001,56757.147049
889.161044,1001,57008.149283
879.209199,1001,57258.405146
879.694791,1001,57509.403689
886.736828,1001,57759.657829
870.247807,1001,58010.657891
895.327474,1001,58260.909096
881.362616,1001,58511.910103
867.663329,1001,58762.162673
883.018598,1001,59013.164197
872.259187,1001,59263.416698
868.347,1001,59514.418123
886.564163,1001,59764.671268
862.27899,1001,60015.651188
895.543617,1001,60265.923074
880.740561,1001,60516.890346
891.018039,1001,60767.175364
864.935139,1001,61017.429925
893.430762,1001,61268.434975
863.380461,1001,61518.684678
887.325072,1001,61769.68662
847.790216,1001,62019.939054
890.470847,1001,62270.940147
884.671856,1001,62521.19048
875.515629,1001,62772.192497
863.750418,1001,63022.444867
863.190398,1001,63273.446845
884.428912,1001,63523.697992
880.117829,1001,63774.70043
867.743332,1001,64024.951669
873.642646,1001,64275.952605
889.703172,1001,64526.2031
867.553601,1001,64777.206191
895.839256,1001,65027.458841
898.857683,1001,65278.460096
885.282024,1001,65528.711447
882.385378,1001,65779.713678
891.408757,1001,66029.966127
863.597105,1001,66280.966598
890.259669,1001,66531.218664
896.961831,1001,66782.22177
875.974192,1001,67032.471912
861.449051,1001,67283.473438
896.757924,1001,67533.725254
890.217086,1001,67784.726917
880.772599,1001,68034.979093
882.591203,1001,68285.980758
935.197028,1001,68536.232484
871.756123,1001,68787.232785
879.853028,1001,69037.484573
874.975646,1001,69288.486839
891.911994,1001,69538.738798
883.881104,1001,69789.741253
870.762261,1001,70039.992364
849.346179,1001,70290.994384
868.086386,1001,70541.245741
917.219755,1001,70792.258386
864.533251,1001,71042.50206
896.705385,1001,71293.490413
850.657188,1001,71543.754429
877.755819,1001,71794.749819
906.219412,1001,72045.008448
885.141386,1001,72295.260093
864.252658,1001,72546.260861
837.346356,1001,72796.512992
892.603447,1001,73047.514742
855.413172,1001,73297.767229
898.961404,1001,73548.767139
831.640147,1001,73799.018458
889.934795,1001,74050.020639
909.138212,1001,74300.271941
906.876641,1001,74551.273175
895.853046,1001,74801.525286
903.69885,1001,75052.526773
891.172923,1001,75302.778429
874.8768,1001,75553.779913
885.892987,1001,75804.030409
887.331181,1001,76055.033812
914.622578,1001,76305.28405
907.992993,1001,76556.284907
893.332149,1001,76806.537693
873.982891,1001,77057.539318
898.594346,1001,77307.790408
905.329897,1001,77558.792318
889.079053,1001,77809.0455
886.549938,1001,78060.045937
896.634105,1001,78310.297004
885.866385,1001,78561.297407
914.848306,1001,78811.549802
906.008038,1001,79062.551768
868.085696,1001,79312.803225
859.937725,1001,79563.805706
851.939303,1001,79814.057674
863.491867,1001,80065.060922
899.480206,1001,80315.312337
885.96195,1001,80566.311922
881.402577,1001,80816.565239
858.709897,1001,81067.528811
878.010528,1001,81317.818358
869.281435,1001,81568.812941
906.81175,1001,81819.071711
875.305676,1001,82070.064617
906.930698,1001,82320.325196
877.191794,1001,82571.320662
869.489094,1001,82821.579066
896.093696,1001,83072.57313
907.324984,1001,83322.831268
888.062676,1001,83573.086303
903.362537,1001,83824.085943
912.283108,1001,84074.336868
894.485959,1001,84325.33931
887.437371,1001,84575.593644
912.88692,1001,84826.592769
920.084455,1001,85076.846083
945.427395,1001,85327.847094
887.147518,1001,85578.097424
879.626864,1001,85829.099684
881.313615,1001,86079.349983
895.419056,1001,86330.353077
861.23393,1001,86580.6037
885.707413,1001,86831.603915
889.318386,1001,87081.857813
901.810696,1001,87332.859476
894.726051,1001,87583.108933
897.015513,1001,87834.109912
859.660057,1001,88084.363681
904.930609,1001,88335.364001
879.181874,1001,88585.614899
906.844342,1001,88836.615344
882.683641,1001,89086.867373
821.887018,1001,89337.868629
893.46169,1001,89588.122365
885.419877,1001,89839.122038
869.333104,1001,90089.373337
892.399102,1001,90340.375833
899.966177,1001,90590.628255
909.834896,1001,90841.631439
886.489713,1001,91091.884454
808.092039,1001,91342.884974
872.864363,1001,91593.134159
916.967165,1001,91844.138213
915.810753,1001,92094.388462
855.600447,1001,92345.389928
881.919941,1001,92595.642607
862.529166,1001,92846.643795
834.408533,1001,93096.896523
879.053368,1001,93347.897414
867.312045,1001,93598.149626
856.737534,1001,93849.133904
861.396318,1001,94099.401952
872.366105,1001,94350.401144
896.077792,1001,94600.654139
882.411875,1001,94850.906919
854.088647,1001,95101.909231
878.998773,1001,95352.161696
880.650783,1001,95603.162556
875.32522,1001,95853.413301
840.46898,1001,96104.415351
877.144525,1001,96354.667113
912.533856,1001,96605.669249
866.424009,1001,96855.920965
898.503561,1001,97106.92203
903.816015,1001,97357.174637
847.356361,1001,97608.1765
883.903727,1001,97858.426273
888.906113,1001,98109.427966
862.736497,1001,98359.680877
871.31502,1001,98610.68265
961.788532,1001,98860.93481
892.427334,1001,99111.936006
866.899853,1001,99362.187636
900.871788,1001,99613.189357
884.782538,1001,99863.440787
865.402202,1001,100114.443442
893.75432,1001,100364.69286
901.349602,1001,100615.695984
887.919093,1001,100865.946886
877.779535,1001,101116.947763
878.301036,1001,101367.198873
882.918148,1001,101618.202515
848.337336,1001,101868.451974
868.262913,1001,102119.455097
904.019343,1001,102369.706909
899.588388,1001,102620.708445
898.071898,1001,102870.960479
885.320545,1001,103121.962795
892.974047,1001,103372.215523
912.652313,1001,103623.213667
911.644099,1001,103873.466557
908.379022,1001,104124.463374
919.454509,1001,104374.719905
875.462164,1001,104625.704245
888.663106,1001,104875.973534
903.436959,1001,105126.964961
887.36418,1001,105377.226915
852.573988,1001,105627.477095
924.127904,1001,105878.478803
900.612282,1001,106128.732316
857.627777,1001,106379.733243
860.592884,1001,106629.986437
856.28538,1001,106880.986031
871.32378,1001,107131.238905
858.644368,1001,107382.240797
896.563454,1001,107632.491909
869.115662,1001,107883.495583
857.210667,1001,108133.745667
920.61588,1001,108384.748242
812.607886,1001,108635.000015
719.885005,1001,108886.001636
869.641048,1001,109136.252665
798.027037,1001,109387.254674
862.381503,1001,109637.506747
884.883328,1001,109888.506052
854.044286,1001,110138.758437
892.608758,1001,110389.760391
873.823667,1001,110640.015241
908.835211,1001,110891.013804
872.012438,1001,111141.265623
904.571393,1001,111392.266628
773.628784,1001,111642.518142
814.099988,1001,111893.519577
934.565376,1001,112143.772255
854.735066,1001,112394.773124
879.008575,1001,112645.025619
796.675865,1001,112896.027216
854.112807,1001,113146.281111
838.220239,1001,113397.279928
899.217117,1001,113647.533529
911.976618,1001,113898.534942
902.85808,1001,114148.785817
927.111985,1001,114399.787571
907.804682,1001,114650.040738
884.962071,1001,114901.042216
796.137509,1001,115151.292751
855.748049,1001,115402.300778
921.281073,1001,115652.546018
851.963926,1001,115903.559851
875.377556,1001,116153.800384
883.768531,1001,116404.808815
847.519167,1001,116655.05757
803.003035,1001,116905.305115
893.704847,1001,117156.30686
870.858833,1001,117406.56107
879.040873,1001,117657.559352
892.791689,1001,117907.811951
871.741053,1001,118158.81351
855.245839,1001,118409.066654
825.783872,1001,118660.066892
961.052612,1001,118910.318048
903.482337,1001,119161.320036
861.506797,1001,119411.572356
864.783835,1001,119662.572134
883.681401,1001,119912.82514
838.952968,1001,120163.827042
925.305331,1001,120414.078389
871.286482,1001,120665.07914
888.339265,1001,120915.330732
892.397818,1001,121166.333364
891.176732,1001,121416.583415
912.326574,1001,121667.585731
849.624499,1001,121917.837432
841.387332,1001,122168.982842
915.583585,1001,122419.34162
862.018969,1001,122670.345095
927.390617,1001,122920.594124
888.082378,1001,123171.596532
893.340671,1001,123421.848752
896.744597,1001,123672.850157
874.780755,1001,123923.104363
740.367299,1001,124174.103813
877.951307,1001,124424.354504
869.471953,1001,124675.352763
791.55506,1001,124925.607388
782.742574,1001,125176.589016
818.116019,1001,125426.860136
