r,l,t,target_pose
652.381946,1001,259.10047,[ 338.1418923   994.66566036 -148.13445174]
625.161649,1001,512.572386,[ 332.96404551  993.0251581  -140.00669677]
682.69035,1001,766.044054,[334.50678581 990.33304635  11.50944446]
633.342425,1001,1019.508491,[336.18516045 986.45379357 -94.85046999]
642.37459,1001,1272.97499,[337.69030046 987.22171918 -83.5410345 ]
