r,l,t,target_pose
683.336631,1001,253.27035,[  2.73956049  -0.6112156  129.09525117]
708.004911,1001,506.531684,[   1.52299263   -4.56224676 -172.78934873]
760.503722,1001,759.78957,[ -3.7743449   -2.41886925 -33.92253798]
830.026272,1001,1013.047111,[ 0.73130657  0.28491145 94.91408633]
646.598897,1001,1266.302598,[  4.05604277  -4.22773207 -81.87488787]
