r,l,t,target_pose
538.178675,1001,256.265502,[  2.73956049  -0.6112156  129.09525117]
776.765642,1001,509.918357,[   1.52299263   -4.56224676 -172.78934873]
734.48549,1001,765.417216,[ -3.7743449   -2.41886925 -33.92253798]
526.243223,1001,1022.201034,[ 0.73130657  0.28491145 94.91408633]
425.665885,1001,1277.697983,[  4.05604277  -4.22773207 -81.87488787]
