#{"t_start": 1743166654.5530744, "env_id": "milliAmpere1ROS_env/MilliAmpere1ROS-v3"}
r,l,t
335.974638,1001,48236.455906
286.409262,1001,48489.867453
319.415106,1001,48740.334914
375.349338,1001,48992.088352
332.849896,1001,49242.842931
306.610258,1001,49494.34337
252.282737,1001,49745.079743
375.34498,1001,49997.567263
372.211944,1001,50250.400622
379.174154,1001,50501.844906
390.507587,1001,50752.563408
358.177795,1001,51004.030758
464.209761,1001,51254.788253
406.056457,1001,51506.291314
365.015384,1001,51757.023145
383.881704,1001,52008.529994
445.313939,1001,52259.056084
405.2777,1001,52510.754551
386.652909,1001,52765.613842
442.4155,1001,53016.664094
446.42969,1001,53267.341927
478.181183,1001,53519.008695
476.414002,1001,53769.593652
449.072543,1001,54020.674566
465.169934,1001,54270.921724
402.428716,1001,54521.936008
483.199751,1001,54772.175363
462.034254,1001,55022.524061
510.80617,1001,55273.654567
490.486007,1001,55523.932047
463.557565,1001,55774.934695
486.526433,1001,56025.185303
462.645732,1001,56276.367849
526.124019,1001,56526.690057
474.643514,1001,56777.692019
503.400829,1001,57027.943115
495.89634,1001,57278.944555
507.626887,1001,57529.196829
512.657118,1001,57780.197584
496.605107,1001,58030.45096
470.649746,1001,58281.452208
539.264743,1001,58531.705611
503.33192,1001,58782.705556
505.732456,1001,59032.957577
553.917433,1001,59283.960752
527.978838,1001,59534.210724
518.557547,1001,59785.32147
526.153487,1001,60035.713011
536.857846,1001,60286.715871
521.914895,1001,60536.966767
562.572445,1001,60787.970044
557.772942,1001,61038.221458
581.422122,1001,61289.221371
554.155451,1001,61539.473404
564.892395,1001,61790.475094
547.760116,1001,62040.726779
565.590823,1001,62291.728343
551.869576,1001,62541.978954
600.571391,1001,62792.981613
533.660714,1001,63043.233668
554.481284,1001,63294.233268
590.225473,1001,63544.485798
568.227463,1001,63795.48789
577.405925,1001,64045.740524
568.823046,1001,64296.743808
582.359052,1001,64547.035772
548.611987,1001,64798.198436
553.091993,1001,65048.496685
589.474023,1001,65299.490943
575.341765,1001,65549.749045
625.983033,1001,65800.758807
539.018678,1001,66051.002652
568.850676,1001,66301.255764
583.831896,1001,66552.257817
596.234001,1001,66802.598884
597.88438,1001,67053.76246
595.052498,1001,67304.013729
613.388049,1001,67555.015905
585.9548,1001,67805.267344
586.063553,1001,68056.269072
599.107982,1001,68306.524814
569.965783,1001,68557.522927
615.744659,1001,68807.773881
569.006018,1001,69058.776891
569.051168,1001,69309.026433
598.853622,1001,69560.157892
598.54539,1001,69810.54872
598.417136,1001,70061.531989
588.709661,1001,70311.784666
639.041395,1001,70562.874363
605.823684,1001,70813.273525
589.914785,1001,71064.379628
630.587826,1001,71314.779867
634.887337,1001,71565.794273
646.706942,1001,71816.043233
572.956885,1001,72067.045461
622.030358,1001,72317.296774
627.342997,1001,72568.46214
621.155171,1001,72818.872766
622.893999,1001,73070.041115
627.489246,1001,73320.30398
610.142978,1001,73571.305284
614.99438,1001,73821.581257
598.399414,1001,74072.749271
622.618541,1001,74323.059754
601.005609,1001,74574.061455
638.077885,1001,74828.666062
616.628006,1001,75079.797561
627.519788,1001,75330.065909
649.162402,1001,75581.063873
632.636724,1001,75831.501829
634.025933,1001,76082.571888
649.757993,1001,76332.824035
635.531171,1001,76583.792835
654.000727,1001,76834.07795
641.901601,1001,77085.08589
666.983883,1001,77335.330795
663.051489,1001,77585.583634
596.492445,1001,77836.585777
677.996355,1001,78086.838895
604.224029,1001,78346.913717
651.501851,1001,78601.068214
671.225797,1001,78857.0499
659.941867,1001,79115.108768
625.158027,1001,79373.64477
646.248086,1001,79635.728546
644.047049,1001,79901.235717
663.126405,1001,80168.503404
641.206671,1001,80432.597917
674.135689,1001,80698.257804
648.619384,1001,80964.954933
612.929487,1001,81227.928062
613.482352,1001,81486.367485
649.548599,1001,81738.958021
678.057996,1001,81991.461686
677.228646,1001,82246.057708
631.108785,1001,82503.034294
612.281851,1001,82758.552262
684.05775,1001,83015.265076
651.115992,1001,83270.622499
643.256859,1001,83524.542367
648.249565,1001,83776.510375
671.172638,1001,84029.718825
683.071462,1001,84281.786087
651.937713,1001,84534.712542
653.925564,1001,84786.77817
681.149442,1001,85039.816455
695.122876,1001,85291.870374
675.245252,1001,85546.132732
660.279798,1001,85801.477884
679.296229,1001,86058.10415
669.139558,1001,86313.83408
672.373392,1001,86570.464627
685.962185,1001,86826.334887
672.422262,1001,87082.880358
663.474524,1001,87338.692609
683.559316,1001,87597.952992
684.025318,1001,87854.854812
682.073889,1001,88107.388118
694.644998,1001,88357.661771
676.762218,1001,88608.741822
671.925835,1001,88859.108752
672.170113,1001,89109.414863
686.041595,1001,89360.4175
679.677857,1001,89610.67027
687.919522,1001,89866.874282
682.630708,1001,90119.603026
725.722068,1001,90370.831422
694.936266,1001,90621.207714
661.339542,1001,90872.456295
683.187179,1001,91122.86799
674.886634,1001,91374.021822
713.13839,1001,91624.389433
673.750302,1001,91875.64978
687.422578,1001,92125.944752
674.105777,1001,92377.140512
701.839697,1001,92627.442821
707.229002,1001,92878.693846
692.131144,1001,93129.100476
705.065789,1001,93380.355742
688.212227,1001,93630.697972
716.709104,1001,93881.950048
708.494694,1001,94132.200792
686.676306,1001,94383.364586
731.146887,1001,94633.707377
678.933974,1001,94884.855854
687.77037,1001,95135.207965
727.28357,1001,95386.209159
720.962817,1001,95636.634738
719.044124,1001,95887.870733
690.122317,1001,96138.213449
704.71767,1001,96389.442787
708.933506,1001,96639.718849
679.649479,1001,96891.042779
721.995098,1001,97141.552241
687.143484,1001,97392.749705
700.396345,1001,97643.241316
708.427728,1001,97894.536275
699.942493,1001,98145.019101
720.879096,1001,98396.264864
728.892917,1001,98646.683099
713.007364,1001,98897.898689
705.457499,1001,99148.235383
720.327053,1001,99399.414149
701.451019,1001,99650.005887
699.396262,1001,99900.465373
723.888621,1001,100151.744228
728.33118,1001,100402.065216
728.362369,1001,100654.718867
741.313805,1001,100909.565479
704.728327,1001,101162.569722
702.835759,1001,101413.0028
740.103477,1001,101664.445675
747.435784,1001,101915.192387
693.335056,1001,102166.680167
741.997709,1001,102417.249426
683.701751,1001,102668.660246
704.598272,1001,102919.425632
735.476119,1001,103171.170617
731.018946,1001,103421.58248
698.505698,1001,103672.903905
704.249645,1001,103923.636035
690.335331,1001,104174.772331
725.238982,1001,104425.023837
726.796651,1001,104676.026162
704.327508,1001,104926.275753
724.624153,1001,105177.399653
718.763938,1001,105427.780738
726.439195,1001,105678.784502
716.329642,1001,105929.035545
730.077095,1001,106180.170819
747.140647,1001,106430.536812
751.258503,1001,106681.542223
740.111754,1001,106931.934944
695.733468,1001,107183.154088
724.011124,1001,107433.542251
747.893846,1001,107684.545835
696.081421,1001,107934.797806
737.236613,1001,108185.921301
734.991475,1001,108436.300644
726.901713,1001,108687.301481
704.642438,1001,108937.553989
702.351153,1001,109188.639371
762.823947,1001,109439.042258
739.034162,1001,109690.059726
720.476392,1001,109940.309946
718.350863,1001,110191.389594
719.590152,1001,110441.757236
734.830965,1001,110692.817118
708.688163,1001,110943.067409
720.582318,1001,111193.319736
747.633519,1001,111444.503905
744.413774,1001,111694.823663
751.13273,1001,111945.825941
732.934233,1001,112196.07652
749.067805,1001,112447.254705
751.048508,1001,112697.684589
731.063269,1001,112948.822646
709.404865,1001,113199.41982
720.087042,1001,113451.080122
711.233507,1001,113701.802057
732.063238,1001,113953.272566
728.527939,1001,114204.035317
761.713658,1001,114456.022708
747.888024,1001,114706.765803
722.355557,1001,114958.264887
731.689589,1001,115208.975164
736.81961,1001,115460.742327
739.748779,1001,115711.466081
726.476537,1001,115962.945295
735.668663,1001,116213.938002
737.231437,1001,116465.910971
735.281927,1001,116716.667937
742.214974,1001,116968.150332
715.936116,1001,117218.876782
751.484009,1001,117470.642973
758.786712,1001,117721.367221
739.327531,1001,117972.879185
745.965465,1001,118223.599567
742.002184,1001,118475.613998
723.738734,1001,118726.712845
729.74409,1001,118978.132773
752.497003,1001,119228.828886
729.296686,1001,119480.567248
750.687805,1001,119731.553255
737.814637,1001,119983.324088
742.727973,1001,120234.062721
745.637202,1001,120485.78738
724.164941,1001,120736.497724
750.756519,1001,120987.990373
768.564908,1001,121238.720452
741.825377,1001,121490.459817
766.627303,1001,121741.206889
741.791977,1001,121992.743394
714.983861,1001,122243.417643
761.979219,1001,122494.152328
770.912541,1001,122745.904856
757.500241,1001,122996.65754
748.404718,1001,123248.116225
777.142456,1001,123498.837699
754.242698,1001,123750.636891
758.904304,1001,124000.912874
714.084962,1001,124251.913865
742.563956,1001,124502.295387
733.19249,1001,124753.41721
742.608752,1001,125003.668461
787.463546,1001,125254.674821
750.830652,1001,125504.922637
781.294202,1001,125755.923117
743.412344,1001,126006.174956
