#{"t_start": 1744456058.5821066, "env_id": "milliAmpere1ROS_env/MilliAmpere1ROS-v9"}
r,l,t
-115.531913,180,16597.347203
-28.204921,1001,16847.596495
-42.936624,1001,17098.598162
-64.61458,1001,17348.849792
-28.519923,1001,17599.852216
-10.732099,1001,17850.10447
-58.085016,1001,18101.105986
-4.743056,1001,18351.358526
3.291108,1001,18602.359063
-12.197169,1001,18852.610203
9.788184,1001,19103.613149
-38.647593,1001,19353.868668
-28.500936,1001,19604.867461
-65.129699,1001,19855.12063
9.474882,1001,20106.123375
16.059482,1001,20356.37686
12.847209,1001,20607.380042
11.431753,1001,20857.625985
9.426682,1001,21108.627306
96.825242,1001,21358.876798
6.768327,1001,21609.879599
51.884188,1001,21860.129463
30.751623,1001,22111.12909
140.114597,1001,22361.381826
123.584058,1001,22612.384172
104.977781,1001,22862.635798
144.814733,1001,23113.619605
148.356956,1001,23363.888521
192.963712,1001,23614.874255
144.454958,1001,23865.144138
190.404979,1001,24116.144843
166.901735,1001,24366.396381
187.219028,1001,24617.39657
154.773892,1001,24867.648916
244.751053,1001,25117.901389
234.595512,1001,25368.902959
227.025775,1001,25619.155239
196.558669,1001,25870.158611
353.708901,1001,26120.409679
235.530644,1001,26371.410919
241.882999,1001,26621.663205
280.230583,1001,26872.663991
310.74853,1001,27122.914793
414.331918,1001,27373.916444
383.956991,1001,27624.918189
401.343646,1001,27875.920468
341.748716,1001,28126.172321
400.032218,1001,28377.174776
457.571187,1001,28627.426349
411.386794,1001,28878.428729
495.836645,1001,29128.677197
421.02102,1001,29379.678415
509.25522,1001,29629.932328
478.782246,1001,29880.931798
552.125742,1001,30131.185823
491.253555,1001,30382.18585
528.939954,1001,30632.438374
561.329364,1001,30883.439253
579.8689,1001,31133.693933
554.231712,1001,31384.692318
640.34548,1001,31634.94477
607.692832,1001,31885.945948
627.415115,1001,32136.199443
592.695369,1001,32387.200471
634.160666,1001,32637.45373
616.380304,1001,32888.453857
629.716825,1001,33138.704825
645.255532,1001,33389.696907
647.998271,1001,33639.959314
649.533434,1001,33890.941676
668.835855,1001,34141.211838
700.922139,1001,34392.205673
666.44782,1001,34642.465857
691.905447,1001,34893.437197
684.179229,1001,35143.718173
684.039493,1001,35394.680795
728.955878,1001,35644.971058
725.142232,1001,35895.223846
696.273143,1001,36146.225267
718.039529,1001,36396.477532
740.069713,1001,36647.480563
713.840698,1001,36897.729044
704.136677,1001,37148.731564
738.764989,1001,37398.983711
751.360057,1001,37649.986462
738.698608,1001,37900.23625
739.962452,1001,38151.237839
720.952937,1001,38401.489418
733.970613,1001,38652.491863
742.482718,1001,38902.741889
761.625389,1001,39153.743763
762.508099,1001,39403.99541
765.346209,1001,39654.997642
765.723501,1001,39905.249854
767.161175,1001,40156.251943
783.746786,1001,40406.503215
790.629743,1001,40657.505792
765.390411,1001,40908.256572
767.244057,1001,41159.257758
781.807491,1001,41409.512019
780.354638,1001,41660.511283
763.814827,1001,41910.762169
790.479633,1001,42161.764639
755.365494,1001,42412.015127
784.016957,1001,42663.018853
775.139961,1001,42913.271326
772.231712,1001,43164.271663
808.532597,1001,43414.524719
763.366006,1001,43665.516404
780.129763,1001,43915.775628
792.784544,1001,44166.777499
777.300613,1001,44417.030365
765.630747,1001,44668.030767
807.446852,1001,44918.283423
802.390419,1001,45169.26884
827.271765,1001,45419.536466
790.056615,1001,45670.527109
782.055126,1001,45920.788655
789.30558,1001,46171.786459
799.47653,1001,46422.042039
834.051893,1001,46673.044512
822.684355,1001,46923.295863
823.596408,1001,47173.546929
803.537679,1001,47424.549643
814.18333,1001,47674.800902
828.28475,1001,47925.804815
798.437638,1001,48176.056383
808.430909,1001,48427.059619
800.050528,1001,48677.311189
818.781325,1001,48928.311694
809.566147,1001,49178.56288
818.768598,1001,49429.56513
833.987191,1001,49679.815218
849.046386,1001,49930.818465
808.048423,1001,50181.068801
809.782768,1001,50432.072865
819.27724,1001,50682.323358
840.028487,1001,50933.325658
834.07261,1001,51183.578611
810.275899,1001,51434.58287
834.921151,1001,51684.828408
843.566568,1001,51935.830522
832.324061,1001,52186.080101
828.026948,1001,52437.082946
863.799383,1001,52687.333914
860.429319,1001,52938.337593
854.26531,1001,53188.588534
845.628377,1001,53439.588827
872.949699,1001,53689.840986
846.359273,1001,53940.843105
846.151645,1001,54191.094957
851.302586,1001,54442.095695
842.956437,1001,54692.348688
857.067111,1001,54943.333763
853.226004,1001,55193.602741
845.465975,1001,55444.595427
865.279015,1001,55694.854711
881.624314,1001,55945.834168
857.075522,1001,56196.10895
845.176377,1001,56447.110239
863.865753,1001,56697.363758
865.761091,1001,56948.344533
881.017773,1001,57198.61617
859.618906,1001,57449.608602
875.576223,1001,57699.869021
900.999783,1001,57950.843867
854.931259,1001,58201.122057
899.326893,1001,58451.374152
866.185153,1001,58702.375779
894.977701,1001,58952.627342
865.633671,1001,59203.630641
874.060093,1001,59453.880423
893.306598,1001,59704.881848
892.067529,1001,59955.133776
880.575371,1001,60206.136599
873.233702,1001,60456.388278
869.063864,1001,60707.389573
872.572591,1001,60957.640833
872.918435,1001,61208.644267
894.787902,1001,61458.892847
888.28144,1001,61709.894709
900.564485,1001,61960.145793
886.325951,1001,62211.147875
897.738909,1001,62461.399775
908.83159,1001,62712.401272
879.80416,1001,62962.653756
909.517923,1001,63213.6552
891.646783,1001,63463.905464
887.943914,1001,63714.907638
884.961451,1001,63965.158582
910.673615,1001,64216.160705
898.387144,1001,64466.412845
898.421061,1001,64717.414931
881.411553,1001,64967.667297
918.667617,1001,65218.668959
890.729451,1001,65468.920132
903.315975,1001,65719.923548
897.858251,1001,65970.173484
892.635157,1001,66221.179164
906.029334,1001,66471.428954
893.76565,1001,66722.429787
908.750311,1001,66972.679834
896.319068,1001,67223.677505
904.423039,1001,67473.928433
925.361018,1001,67724.904356
923.525913,1001,67975.180287
917.286784,1001,68226.150419
897.307504,1001,68476.43435
896.189071,1001,68727.399366
905.951715,1001,68977.689061
897.947028,1001,69228.669795
910.191162,1001,69478.946152
906.483348,1001,69729.199406
957.368494,1001,69980.201908
896.222027,1001,70230.455005
899.942764,1001,70481.459267
892.757997,1001,70731.709637
892.107113,1001,70982.711785
934.296915,1001,71232.965614
916.31162,1001,71483.961812
902.449739,1001,71734.214325
917.085163,1001,71985.216492
936.306124,1001,72235.466839
926.245506,1001,72486.468245
941.174125,1001,72736.719963
902.424507,1001,72987.742115
911.687989,1001,73238.456423
913.224266,1001,73489.474701
919.134909,1001,73739.726004
921.549261,1001,73990.727801
933.924083,1001,74240.978452
929.525089,1001,74491.980234
924.795438,1001,74742.233905
935.894444,1001,74993.234246
912.245815,1001,75243.485867
918.65429,1001,75494.488404
906.223001,1001,75744.740834
906.613053,1001,75995.742774
916.331674,1001,76245.994519
937.733924,1001,76496.994098
925.65309,1001,76747.245207
929.020034,1001,76998.262627
916.789841,1001,77248.500218
924.779666,1001,77499.501431
917.031712,1001,77749.754431
926.434953,1001,78000.755376
921.672512,1001,78251.005202
930.700632,1001,78501.995581
912.763967,1001,78752.260792
918.977165,1001,79003.259433
909.557007,1001,79253.513385
905.314069,1001,79504.515754
933.343334,1001,79754.767031
902.398218,1001,80005.789886
928.765576,1001,80256.021775
917.020419,1001,80506.271901
902.577985,1001,80757.273761
894.54007,1001,81007.526098
890.919772,1001,81258.527766
905.605667,1001,81508.778974
930.591098,1001,81759.77951
925.248488,1001,82010.03106
906.832481,1001,82261.031822
918.209828,1001,82511.28395
894.864256,1001,82762.284398
895.358238,1001,83012.538399
923.786294,1001,83263.539284
905.579446,1001,83513.79078
937.791971,1001,83764.79257
912.803595,1001,84015.044688
900.331713,1001,84266.044813
911.448122,1001,84516.296945
923.257799,1001,84767.297737
926.648083,1001,85017.550624
925.556338,1001,85268.552277
904.58174,1001,85518.804345
903.897511,1001,85769.804931
940.201836,1001,86020.055923
931.584588,1001,86271.058129
943.326189,1001,86521.309366
935.350099,1001,86772.312977
923.30498,1001,87022.636644
926.36713,1001,87273.815335
908.007099,1001,87524.067715
933.513145,1001,87775.069232
915.432634,1001,88025.320776
933.065863,1001,88276.323922
902.030524,1001,88526.575085
917.110001,1001,88777.577181
916.906543,1001,89027.828589
913.283643,1001,89278.830089
909.082449,1001,89529.081567
924.3766,1001,89780.083672
915.974419,1001,90030.334105
912.661721,1001,90281.341703
903.317799,1001,90531.588086
922.289644,1001,90782.589951
876.666149,1001,91032.843003
835.702485,1001,91283.84423
910.952621,1001,91534.093885
897.687404,1001,91784.346049
921.025295,1001,92035.347121
945.315997,1001,92285.600314
904.212936,1001,92536.601754
953.782473,1001,92786.854288
929.967598,1001,93037.855732
896.468599,1001,93288.107164
927.879592,1001,93539.107464
924.551751,1001,93789.36067
899.907282,1001,94040.361877
937.996749,1001,94290.614753
918.466262,1001,94541.615662
938.968055,1001,94791.867449
962.748867,1001,95042.869263
947.362685,1001,95293.120538
908.025926,1001,95544.123773
922.922948,1001,95794.373711
926.55564,1001,96045.376238
932.363655,1001,96295.627586
958.810892,1001,96546.63023
923.761062,1001,96796.882413
911.474933,1001,97047.885431
905.393084,1001,97298.135508
949.551616,1001,97549.138278
915.593912,1001,97799.389709
908.570838,1001,98050.391909
917.794866,1001,98300.644384
939.922478,1001,98551.646273
941.210982,1001,98801.896365
924.452476,1001,99052.895878
909.842222,1001,99303.146134
928.41246,1001,99554.148018
925.377783,1001,99804.398244
908.187606,1001,100055.400968
901.507063,1001,100305.652846
949.628901,1001,100556.653979
916.786176,1001,100806.905857
946.403036,1001,101057.909268
951.779897,1001,101308.159912
912.315443,1001,101559.161696
942.038639,1001,101809.415122
923.402401,1001,102060.387934
923.517506,1001,102310.666951
904.60947,1001,102561.635476
910.018377,1001,102811.921735
920.311017,1001,103062.174292
922.333068,1001,103313.175904
915.416053,1001,103563.426927
912.920136,1001,103814.429832
939.85483,1001,104064.681966
933.585063,1001,104315.683152
940.50969,1001,104565.935406
916.273109,1001,104816.938189
920.000219,1001,105067.189533
950.821616,1001,105318.189821
903.372075,1001,105568.441619
926.94935,1001,105819.444064
916.787162,1001,106069.696871
935.878252,1001,106320.698506
916.857227,1001,106570.950902
918.884843,1001,106821.951784
914.440743,1001,107072.202315
927.461163,1001,107323.201583
957.383293,1001,107573.454528
911.360735,1001,107824.45641
905.884051,1001,108074.706929
905.498735,1001,108325.708888
894.967739,1001,108575.962225
930.831719,1001,108826.961815
911.205598,1001,109077.212633
943.800534,1001,109328.216034
936.707006,1001,109578.466263
897.005211,1001,109829.469135
926.902643,1001,110079.722842
942.068938,1001,110330.722523
937.797877,1001,110580.973837
926.401647,1001,110831.97557
925.106254,1001,111082.2268
934.034967,1001,111333.228727
932.154053,1001,111583.480895
946.54824,1001,111834.482098
911.536721,1001,112084.735369
904.43342,1001,112335.735859
900.669477,1001,112585.987944
918.784011,1001,112836.9886
931.567661,1001,113087.242301
898.279339,1001,113338.239303
921.607045,1001,113588.494061
906.905361,1001,113839.496891
920.705658,1001,114089.74795
926.052345,1001,114339.999917
910.670885,1001,114591.00279
922.954796,1001,114841.251738
947.48399,1001,115092.254155
910.693099,1001,115342.505685
900.546424,1001,115593.508195
931.535288,1001,115843.763658
935.944448,1001,116094.762943
905.61766,1001,116345.014105
937.354868,1001,116596.016698
932.830989,1001,116846.270344
902.380541,1001,117097.268219
926.284139,1001,117347.519617
938.710758,1001,117598.523486
899.526654,1001,117848.774454
925.987949,1001,118099.774758
932.208193,1001,118350.027565
953.474011,1001,118601.027995
927.79503,1001,118851.278563
935.681682,1001,119102.280825
937.801574,1001,119352.531839
907.420033,1001,119603.534836
913.166431,1001,119853.78673
909.217785,1001,120104.788694
886.714218,1001,120355.041234
930.568921,1001,120606.042182
905.430527,1001,120856.292526
917.034265,1001,121107.294395
920.240831,1001,121357.546073
903.320087,1001,121608.548237
926.933389,1001,121858.800175
928.093044,1001,122109.802843
910.914712,1001,122360.054804
931.485894,1001,122611.05676
924.045938,1001,122861.30626
925.401501,1001,123112.308636
935.848904,1001,123362.560356
927.709508,1001,123613.541768
948.134456,1001,123863.813696
930.839873,1001,124114.821719
945.879418,1001,124365.066101
961.01768,1001,124616.068022
927.030868,1001,124866.319211
923.86674,1001,125116.57023
949.122487,1001,125367.571882
930.339627,1001,125617.826891
