r,l,t,target_pose
-100.199322,1001,253.17151,[332.48860804 994.30707809 127.32005971]
-42.29781,1001,506.428782,[334.09581709 987.53550876 138.85950273]
84.930264,1001,759.684397,[330.21982771 991.95471304 -10.36133814]
-88.084651,1001,1012.933683,[ 337.01058856  987.98994164 -179.93807191]
