r,l,t,target_pose
411.874787,1001,253.284558,[  2.73956049  -0.6112156  129.09525117]
426.564723,1001,506.77045,[   1.52299263   -4.56224676 -172.78934873]
446.978892,1001,760.248815,[ -3.7743449   -2.41886925 -33.92253798]
791.860548,1001,1013.733717,[ 0.73130657  0.28491145 94.91408633]
411.748794,1001,1267.040705,[  4.05604277  -4.22773207 -81.87488787]
