r,l,t,target_pose
616.1381,1001,253.309151,[  2.73956049  -0.6112156  129.09525117]
240.212091,1001,506.804853,[   1.52299263   -4.56224676 -172.78934873]
440.888443,1001,760.283576,[ -3.7743449   -2.41886925 -33.92253798]
569.90117,1001,1013.733339,[ 0.73130657  0.28491145 94.91408633]
264.629234,1001,1267.065197,[  4.05604277  -4.22773207 -81.87488787]
